"TEAM","YEAR","CONF","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","ADJ_T","WAB","POSTSEASON","SEED","dbpr_Player 1","dbpr_Player 2","dbpr_Player 3","dbpr_Player 4","dbpr_Player 5","dbpr_Player 6","dbpr_Player 7","dbpr_Player 8","obpr_Player 1","obpr_Player 2","obpr_Player 3","obpr_Player 4","obpr_Player 5","obpr_Player 6","obpr_Player 7","obpr_Player 8","elo"
"Abilene Christian",2019,"Slnd",30,27,100.9,100.7,0.5064,51.9,49.8,17.3,23.3,27,28.5,34,38.3,49.5,49.8,37.7,33.3,67.1,-2.6,"R64",15,0.999066976,-0.067431578,0.929120219,-0.13286688,-0.318331104,0.408181302,0.047397974,-1.048198759,1.424298004,2.112203654,1.010641874,1.515712716,0.664314209,-0.54429403,-0.950277418,-0.109271879,1717.94220474365
"Abilene Christian",2021,"Slnd",23,23,101.8,94.7,0.6977,52.9,45.4,19.4,26.7,30.6,27.9,34,42.5,50.8,46.3,37.7,29.1,70,-1.1,"R32",14,0.729295721,1.98024925,1.793649566,2.97111255,0.738916159,1.165514817,0.499768346,0.23277118,1.891132458,0.416629195,0.455380799,-0.750075984,1.12486748,0.610173267,0.266966465,0.363114461,1710.46895470709
"Akron",2013,"MAC",32,25,103.4,94.4,0.7402,51,44.6,20.8,20.2,37.6,30.5,36.9,35,52.1,42.7,32.7,32.8,66.5,0.3,"R64",12,1.071573324,1.376694775,1.732632526,1.573744686,0.984621568,1.301629813,0.69533923,-1.151229331,3.09287381,2.223397073,1.712269896,1.603141347,1.012448327,0.282843676,0.150628795,0.428387143,1715.01631284892
"Akron",2022,"MAC",32,24,105.5,101.7,0.6041,52.5,49.1,17.7,17.5,29,26.4,39.3,26.1,52.2,47.4,35.3,34.8,61.9,-4.3,"R64",13,2.411555825,0.421008053,-0.177541061,1.156984511,-0.800467827,-0.450727959,-0.518391162,1.368144358,2.687873077,1.987839083,1.630579685,0.121316839,0.890614033,0.512654616,-0.147024874,-2.63881323,1637.72563108363
"Akron",2024,"MAC",32,24,105,101.6,0.5953,52,48.6,17.2,16.6,29.5,25.6,33.6,29,54.8,50.7,32,30,65.7,-4.5,NA,14,2.544226339,1.416859436,0.196500302,0.569710505,0.049257225,0.372792572,0.118421942,0.509105381,3.006246201,0.747628692,1.284323527,0.875792282,0.933233375,0.373950428,0.312989579,-0.444687872,1689.1198943588
"Alabama",2018,"SEC",36,20,107.9,95.3,0.8074,51.9,47.8,20.3,18.7,29.4,30.9,41.9,36.5,53.5,46.9,32.6,32.8,69.9,-1.1,"R32",9,2.283467789,0.595708659,2.752225103,1.643130986,0.609666399,2.908004418,1.623489593,1.124501838,2.513974976,3.455689895,0.721050313,1.685606355,1.126324737,-1.376202572,-0.192949404,-0.005088821,1639.00035494079
"Alabama",2021,"SEC",30,24,111,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,"S16",2,3.611610641,3.654979579,2.393137993,1.865620112,0.953569015,0.787692721,2.073204263,2.548171847,2.440146875,1.060171933,2.270554227,2.270019308,3.130545696,3.052254543,1.702690127,1.078061712,1703.83831985071
"Alabama",2022,"SEC",33,19,115.2,98.3,0.8612,51.3,49.8,19.8,17.9,35.3,30.5,32.9,34.8,55.9,49.3,30.9,33.8,71.8,2,"R64",6,2.567501371,2.094923879,0.581327247,0.512936756,0.573151767,1.887995969,0.396734122,0.523922585,3.234194404,1.527030532,2.928863292,2.813386769,2.673946448,1.071536789,2.405199866,2.030663115,1736.68916373957
"Alabama",2023,"SEC",37,31,116.1,89,0.9548,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,72.6,10.2,"S16",1,3.495353502,4.424892905,1.823882456,1.95931827,3.195527707,1.398643641,2.117994002,1.563279801,4.115944946,2.695841271,3.446784578,3.065268691,1.56452787,2.791808587,1.754698557,2.253892181,1812.71151752595
"Alabama",2024,"SEC",32,21,125.2,102.1,0.9126,56.3,49.9,16,15.6,34.9,29.9,35.2,39.6,57.6,51.1,36.5,31.9,72.5,3.4,NA,4,1.139674854,0.51762129,1.761806273,0.575087267,0.979091534,2.438714563,1.550073788,0.840479332,5.193619767,5.45388366,3.553340831,4.730481581,4.065433479,2.456914269,2.702824373,2.076735996,1694.87721168876
"Albany",2013,"AE",35,24,101.2,98.7,0.5722,49.6,48.3,21.2,19.9,31.7,28.2,40,27.8,46.7,47.6,37,33.1,63.2,-4.5,"R64",15,1.355140552,0.061341118,-0.443825897,-0.995909129,-0.061935225,0.618185127,0.078906722,-0.537337915,0.870817699,2.13208637,1.074447208,1.31864845,0.328674469,-0.684300161,-0.496991272,-0.071941536,1640.05714720898
"Albany",2014,"AE",34,19,102.8,103.1,0.49,48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,47,46,36,34.9,63.2,-8.6,"R64",16,1.156174965,0.20163573,1.033365659,-0.447053461,-0.610133914,-0.546227814,1.206970291,-0.41125166,1.086359605,1.419019306,0.335122257,0.535870049,-0.132785821,-0.240126667,-2.322644148,-0.752626761,1514.59880143379
"Albany",2015,"AE",33,24,104.9,102.2,0.5749,49.9,49.6,18.8,20.1,32.6,26,39,30.4,47.9,46.2,35.8,36.2,61.3,-3.3,"R64",14,0.934588662,0.729564859,-0.169890476,0.26975309,0.005012311,-0.979235327,-0.539330254,-0.722767583,1.918401735,1.366040452,1.926681745,1.325245885,0.057993544,0.648431103,-0.058756524,-0.491258424,1581.48599670334
"American University",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.20424143435
"Arizona",2013,"P12",35,27,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,"S16",6,2.754555214,1.335385942,1.196182191,2.906257432,2.586727168,0.380833831,2.105799567,1.206875955,3.029446915,3.88509548,3.630215343,1.405078037,1.175005921,2.921008487,0.829447246,1.298198621,1789.62746707409
"Arizona",2014,"P12",38,33,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41,34.2,50.7,40.2,36.4,32,64.3,9.4,"E8",1,3.877799173,3.468139851,3.515815487,3.589382639,3.232381755,1.802617513,1.996871317,NA,3.296988092,3.236360484,2.969217089,2.789287261,1.969799298,2.785869687,2.069062899,NA,1875.37523159194
"Arizona",2015,"P12",38,34,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36,33.5,66.7,9,"E8",2,4.053086103,4.207677735,2.955085373,3.045232454,2.35741254,1.68558646,0.965931673,-0.264501827,4.499714882,4.195665482,3.666575663,2.299729665,2.690576364,3.291936583,3.05967276,2.181825215,1830.98169137557
"Arizona",2016,"P12",34,25,116.1,95.7,0.9022,53.6,46.2,18.2,16,35,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,"R64",6,1.934698864,0.93163513,2.164833694,1.070893318,1.149408055,1.84377086,2.128447588,1.109184459,3.333004661,4.312468458,2.604620262,3.531131043,3.450201251,2.707701404,1.884645254,1.603392731,1718.29066657621
"Arizona",2017,"P12",37,32,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26,40.5,28.6,51.5,48.4,39,31,67.1,7.9,"S16",2,3.242963734,2.481279245,0.654481948,1.235211611,0.942642654,0.499663453,1.364317976,1.529681928,3.450305232,3.732166354,5.228818142,4.217036097,4.219572955,2.940224705,1.905453213,0.186442247,1801.95041912614
"Arizona",2018,"P12",35,27,117,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,"R64",4,1.204488625,0.834461213,2.395298594,0.659894254,0.812958249,1.141080546,2.234808448,1.50289489,5.039007816,5.208853434,3.521347244,4.120869011,3.853997498,1.631552247,-0.128409394,-0.078388125,1702.42035544621
"Arizona",2022,"P12",37,33,118,93.7,0.9341,55.6,44.4,18.3,17.4,34.7,28.6,34.9,24,57,41.8,35.3,32.8,72.3,8.8,"S16",1,2.196690827,2.540423273,2.966225901,1.257393724,1.401381618,1.970014083,2.539165523,1.106931456,4.84140329,4.018100774,2.925333637,4.45714574,3.720394108,3.13610727,1.681526094,1.840314038,1817.21797517694
"Arizona",2023,"P12",35,28,119.4,95.4,0.9292,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,56.4,46.2,37.8,32.3,72.2,7.6,"R64",2,2.430212818,1.451897666,1.781356317,0.710236186,1.630265295,0.293774396,1.33509974,NA,4.673747032,3.842933481,3.439712608,3.761103968,2.797966351,2.631269646,1.401576447,NA,1790.71116304262
"Arizona",2024,"P12",33,25,121.5,93.6,0.9526,55,48.7,16.1,18.1,36.3,23.1,36.7,25.7,54.6,47.8,37.1,33.4,72,4.9,NA,2,3.988338963,1.635088252,2.464851559,2.305277965,2.296776929,2.899980566,1.830082075,1.061982951,3.772181084,4.651660585,3.795702214,3.275825989,3.045859591,2.156358024,2.954502923,3.609020936,1763.69619927805
"Arizona State",2014,"P12",33,21,110.3,96.4,0.8252,52.4,46.3,16.3,17,24.5,30.2,42.5,37.3,48.8,45.3,39,32.6,69.3,1.2,"R64",10,0.977219476,2.776288309,1.540316507,0.626143482,1.738618691,2.61874181,0.492198507,-1.389684825,2.852630927,0.926813645,1.750624826,2.528020349,1.246273293,-0.013376515,0.629068976,0.559088638,1665.2971635009
"Arizona State",2019,"P12",34,23,108.7,97.6,0.775,50.6,48.5,18.7,19,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,71.9,0.1,"R64",11,1.992470428,0.636657523,2.114409617,0.733712642,0.812348757,0.22719288,1.342814229,0.265135754,1.217607462,2.5467898,0.319382618,1.59939504,0.781390142,1.285887505,0.083413213,-0.534541943,1689.66929706544
"Arizona State",2023,"P12",36,23,108.4,95,0.8207,48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,48.5,43.6,32.2,34.1,68.1,1.2,"R64",11,1.927661439,2.237718161,1.698343042,1.145858807,0.697273536,1.886788911,1.627354344,1.812854665,2.884356518,1.502262984,1.371574875,1.394062854,1.454129439,-0.27359468,-0.05637664,-0.721678338,1682.34550785245
"Arkansas",2015,"SEC",36,27,113.2,96,0.8696,50,48.3,16.9,22.3,35.7,34.6,37.3,38.8,48.8,46.2,34.9,35.2,69.9,3.9,"R32",5,1.292951891,0.411602307,0.416016604,2.047430599,2.203741075,2.03435097,-0.52147526,1.451229634,3.986986345,3.543868518,3.292476919,1.65324071,0.837158356,0.57328088,3.100020099,0.771641388,1741.20613526831
"Arkansas",2017,"SEC",36,26,114.9,99.8,0.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50,46.7,36.5,33.2,71,3.9,"R32",8,2.834099825,1.531040593,0.687972236,2.139366166,0.640783564,-0.75475862,0.422173522,0.742648701,2.476756133,2.594174728,3.145874501,1.312216718,2.688155794,3.961045983,2.549394101,1.971418788,1732.93870181925
"Arkansas",2018,"SEC",35,23,116.7,100.4,0.8483,53.8,50.4,15.1,19.4,28.8,31.7,37.4,40.8,51.2,48.2,39.5,35.7,71.1,2.8,"R64",7,2.375862555,0.209031572,0.384811308,0.499786372,1.450506861,0.694897005,1.208702531,1.459057023,3.108905076,4.72470023,4.419219018,2.38118611,1.161347287,1.690194417,0.913053047,0.256842356,1680.1000224183
"Arkansas",2021,"SEC",28,22,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,"E8",3,1.533700054,1.828535702,2.604515495,1.612597235,2.343887529,1.997108017,1.371381708,1.913754094,3.265872124,2.525196597,1.606617623,2.074074156,0.785470888,1.074463398,1.604463619,0.929742528,1719.88879260801
"Arkansas",2022,"SEC",37,28,108.7,90.7,0.8894,48.6,47.5,16.9,20.5,29.6,25.3,37.2,31.9,50.1,46.8,30.4,32.4,70.6,4.5,"E8",4,3.594206444,2.756370321,1.688494851,1.249503811,1.101519304,1.222289918,1.525485184,NA,2.154489116,2.520572648,1.821574135,1.852478091,1.865314233,1.520103466,0.29755424,NA,1697.90598990458
"Arkansas",2023,"SEC",36,22,111.9,93.3,0.8894,50.9,47.2,18.1,20.5,30.8,27.9,39.3,39.5,52.5,47.4,31.3,31.1,69.5,0.4,"S16",8,2.255562831,2.393584383,2.015032328,1.370201264,1.964524167,3.239696309,0.60362336,2.159208776,2.851197341,2.431269126,1.801696597,2.043369154,1.411389239,0.135474129,2.40926151,0.822661155,1684.5336990292
"Auburn",2018,"SEC",34,26,114,96.9,0.8672,50.8,49.7,16.4,20.7,32.1,28,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,"R32",4,3.19838382,0.836911634,1.467694563,1.181154022,1.739899927,0.708557169,2.070921323,2.829740077,2.199364976,3.930872412,2.738374314,2.882701369,2.15261658,3.1456572,1.204225931,0.257383657,1764.44355362195
"Auburn",2019,"SEC",39,30,121.3,95.2,0.942,54.4,51.7,16.8,24.6,31.6,32.8,30.9,36.4,51.7,51.4,38.1,34.8,69.3,6.1,"F4",5,2.341878883,0.678381429,3.775077916,1.887223867,0.683352742,2.846089678,0.92254299,2.439095806,4.134723893,5.15700749,1.820599855,2.993717132,3.635844373,1.383749491,3.063867505,1.047390615,1714.93699900603
"Auburn",2022,"SEC",34,28,111.7,90,0.9228,49.9,44.1,16.7,20,33.7,28.9,31.6,34.2,51.3,42.8,31.8,31,70,7.4,"R32",2,4.03300244,2.253485395,3.123457597,2.329688471,2.285040008,1.747280239,1.782461656,1.291150146,2.072527548,3.362966077,2.470490346,2.264910714,2.164445268,2.48128236,0.506103246,0.972086467,1804.57134720516
"Auburn",2023,"SEC",34,21,113.1,94.9,0.8829,49.5,45.7,17.7,18.9,32.8,32.4,36.3,38.9,50.7,47,31.5,28.8,67.6,1.1,"R32",9,3.158898756,2.481838877,1.992609268,2.489486491,1.120550718,2.229930812,1.078101278,1.148133546,2.321119621,2.68444946,2.805446198,2.156679192,1.767595315,-0.052999355,0.987158239,0.412922182,1694.61579555293
"Auburn",2024,"SEC",34,27,120.7,92.1,0.9573,54.1,43.4,14.9,18.2,32.9,30.3,38.2,41,54.9,42.8,35.2,29.8,69.8,5.5,NA,4,3.979865843,2.329425398,2.42855546,1.974627352,2.387363588,1.768207254,1.687711148,0.902996096,4.102553212,4.792320268,4.133135867,4.12908551,3.386949354,3.685782243,3.162320033,2.952915444,1725.99903165018
"Austin Peay",2016,"OVC",34,16,103.4,109.1,0.3501,51.3,53.8,20.2,18.6,31.9,30,47,31.3,51,53.3,34.7,36.4,70.5,-11.3,"R64",16,0.988063788,-1.376064362,-0.401995324,-0.455126272,-0.452859673,-1.479047495,-1.715672857,-0.668921561,2.030232523,1.790871252,0.463494752,-0.039956735,-0.573714994,0.41953245,0.438198074,-1.001302571,1476.73780050904
"Baylor",2014,"B12",36,24,119.2,99.5,0.8885,51.3,48.7,17.8,15.8,40.1,32,44.8,32.3,48.3,46.4,38,35.6,62.9,3.1,"S16",6,1.92565683,1.168751999,1.873600621,-0.284896383,0.000197445,1.739174079,0.524096047,0.54748196,3.090222378,3.695081156,2.798217093,4.148749338,3.720628756,1.389449551,1.034238213,0.964912034,1723.72625495074
"Baylor",2015,"B12",33,23,116.3,92.7,0.9316,49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,46.1,46.4,38.2,29.8,62.1,5,"R64",3,1.783262417,2.559184709,1.480351994,1.929020423,1.177889568,1.218494621,1.791061654,NA,3.960106365,2.932593085,3.407672882,2.666994987,1.910051198,1.238821027,0.236377878,NA,1748.26881355667
"Baylor",2016,"B12",33,21,119.3,99.2,0.8924,51.6,51.2,18.6,19.8,40,28.8,38.6,38.6,49.8,49.1,37.4,36.9,67.4,3.5,"R64",5,1.353749327,1.97077515,0.729017877,0.807953584,1.197348944,0.910916878,0.320888611,0.064999638,4.061628401,2.636324744,3.764451139,3.606083468,2.512091474,2.717260754,2.417877028,2.154454264,1689.93591048026
"Baylor",2017,"B12",34,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45,35.3,32.2,65.1,7.9,"S16",3,2.97184919,2.855058575,1.621706906,1.970766204,1.095394865,0.852893598,1.25961014,1.135435324,3.870748945,3.734055382,2.646762264,2.239108029,3.061276706,2.95319158,2.286574504,2.328706327,1831.50763368768
"Baylor",2019,"B12",34,20,114.6,99.2,0.84,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,"R32",9,3.628182303,0.693113743,1.716674467,2.129987989,0.5430712,0.898884055,0.91652789,-0.377936885,1.093072956,3.429208156,1.993778239,1.191659634,2.548450959,1.934654498,1.427348452,2.697606292,1592.36262285418
"Baylor",2021,"B12",24,22,123.2,94.5,0.9548,57.5,49.1,17.6,24.6,37.5,30.9,27,31.7,54.1,48.1,41.8,34,68.8,6.6,"Champions",1,2.290426177,2.363065927,2.053163538,1.310624153,2.901233896,2.12702287,-0.38029911,1.207336784,5.837279422,5.165764847,4.393805013,4.575042723,1.97516273,2.121166493,3.806346234,2.075148814,1786.94637582915
"Baylor",2022,"B12",34,27,117.8,91.3,0.9491,52.8,47.8,17.9,22.9,36.3,28.8,29,27.7,53.6,49.2,34.3,30.2,67.6,8.9,"R32",1,3.281323731,2.013326699,2.557594398,2.184701079,0.560163804,1.814274951,2.531616658,1.391661553,3.21923907,3.304764633,2.74291848,2.926736377,4.370581933,3.113953195,1.241772027,2.300533891,1780.27592731192
"Baylor",2023,"B12",34,23,121.7,100.6,0.8991,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,51.6,53.3,36.8,32.5,66.9,5.2,"R32",3,1.19048438,0.129115085,1.844018808,1.536828413,-0.288739122,1.756541519,0.225834752,1.055024094,4.260432014,5.294634678,3.17072165,3.146192084,3.8032905,1.545668567,1.783956472,0.80101068,1704.14004489565
"Baylor",2024,"B12",32,23,122.2,99.9,0.9103,55.6,51.3,17.7,17.1,35.1,27.1,40.5,30.9,53.4,51.9,39.4,33.5,65.7,5.1,NA,3,1.373262056,0.967767135,1.126082272,0.409931432,1.621623511,1.017480497,1.466623774,0.443576569,4.625264961,4.417541466,4.215146047,4.546660195,2.653021743,3.182320481,2.693188299,1.579740924,1725.72376315158
"Belmont",2013,"OVC",31,24,108.9,96.2,0.8064,56.5,48,19.6,25,29.7,34.2,32.8,37,56.9,46.7,37.2,33.5,67.4,0.1,"R64",11,1.79986903,2.338381192,0.128200992,0.791575525,0.918705579,0.794836096,0.382178271,NA,3.285612617,2.033261109,4.171476868,3.497021458,1.901642685,1.917457861,1.510828459,NA,1741.54005446518
"Belmont",2015,"OVC",32,21,108.7,106.8,0.5497,56.5,51.3,20.3,18.5,28.9,29.6,32.2,28.2,56.4,51.2,37.7,34.3,67.6,-4.7,"R64",15,0.523180058,-0.063201875,1.635249683,-1.176417238,-1.266871936,-2.254091191,-0.120716594,NA,3.627229881,3.546811157,1.664899504,1.82521107,1.457026588,1.431067212,-1.424600612,NA,1616.73126805041
"Belmont",2019,"OVC",32,27,114.9,101,0.8138,57.6,48.7,15.2,16,25.3,25,28.5,27.4,59.2,47.2,37,34.4,72.5,1.2,"R64",11,0.789667004,0.906244665,0.598016372,-0.165171876,0.099036862,0.664705931,-0.655028715,0.258414473,5.403073659,3.372694518,3.244319617,3.13702751,2.481281413,1.914975695,1.132744813,-0.033536966,1752.31803851169
"Boise State",2022,"MWC",34,27,107.6,92.9,0.8434,50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,50.6,48,34,32.6,64.5,3.5,"R64",8,1.547104319,1.961083327,2.576624743,2.46983405,1.163869182,1.257674572,-0.187162507,NA,3.253754698,2.019068601,0.571774513,0.610612547,0.945395832,0.206366762,1.19402506,NA,1683.38743903271
"Boise State",2023,"MWC",33,24,110.1,95.6,0.8361,51.6,47.5,16.6,17.5,27.2,24,30.3,27.6,50.6,48,35.6,31.2,66.3,2.1,"R64",10,2.681145632,1.422301844,2.281526617,1.40042725,0.616359058,0.53456013,0.240775853,NA,2.025295115,3.076380663,2.213171821,1.972326574,1.308434039,0.594389283,-1.491469111,NA,1682.80197369427
"Boise State",2024,"MWC",30,22,114,97.8,0.8538,51.6,49.8,16.5,16.8,32.5,23.1,36.1,33.1,51.2,52.1,34.8,30.6,66.6,0.9,NA,10,1.799294813,1.212516081,1.568286379,1.069006551,1.378197687,0.9025452,0.02474549,0.935196348,3.724818281,2.858570893,2.054837282,2.45708416,1.7568325,1.612293188,1.275387077,0.356533655,1659.59823189661
"Bradley",2019,"MVC",34,20,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37,32.8,66.5,-7.9,"R64",15,0.697387455,1.255057214,1.681463854,0.212946605,0.244072519,-0.145205241,1.03226033,-1.359600552,1.261496651,0.642968051,-0.161186256,0.665577389,0.506218786,0.404010076,-2.214011956,-0.887937616,1551.04924590468
"Bucknell",2013,"Pat",33,27,104.7,93.1,0.7936,49.6,42.5,15.1,14.1,29.3,24.3,35.7,29.4,48.3,41.1,35.8,30.5,63.4,1,"R64",11,2.76245744,0.435228874,1.336126,0.94892442,2.207015808,1.040312803,-0.82646152,NA,4.026214961,2.711832189,1.749918945,1.994368017,-0.557985154,-0.541815266,-0.791159614,NA,1757.89084567566
"Bucknell",2017,"Pat",35,26,108.3,99.1,0.7352,55.3,48,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,71.4,-2.1,"R64",13,1.228698153,1.00394483,1.033850224,-0.044693257,1.708838433,1.326938957,0.661176313,0.822959189,3.788165534,3.109912263,1.939298878,1.542105323,-0.923637659,-0.79030451,-0.199149388,-1.058099059,1667.37528856585
"Bucknell",2018,"Pat",35,25,108,101.3,0.676,53.9,47.8,17,17,27,27.5,42.6,34.5,55,47,34.8,33.1,72.9,-3,"R64",14,0.932595624,1.129001209,1.346283826,-0.064177189,-0.330860315,0.066649426,0.083874648,0.125502179,4.482254888,3.093533881,2.004399477,1.776137461,1.549418308,0.303118061,0.111352243,-0.013354084,1583.6956910681
"Buffalo",2015,"MAC",33,23,109.1,98,0.7742,48.7,48.5,16.7,19.7,34.5,30.4,42.6,34.3,47.6,48,34.1,33,68.9,-1.3,"R64",12,1.474424758,0.237733446,1.541570863,0.502619065,0.743329916,0.572369919,-0.846770666,0.926021638,2.221640789,2.769876133,1.145490151,2.019498573,1.767207844,0.707002346,1.888115364,-3.001048388,1676.70392768979
"Buffalo",2016,"MAC",34,19,105.1,102.4,0.5746,49.6,49.8,18.8,17.7,31.8,28.7,41.6,37.8,49,48.8,33.7,34.3,72.9,-5.8,"R64",14,1.283088781,1.273360857,-0.443520343,0.231765686,1.078562068,0.485141421,0.838856883,-0.946630098,1.665935269,0.973896028,1.897560492,1.071156821,-0.3910004,-0.366305587,-0.762478631,0.972233757,1559.66934425159
"Buffalo",2018,"MAC",35,27,114.5,102.7,0.7761,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,"R32",13,0.980901611,0.666752707,0.151737926,0.426949583,1.285045871,-0.444783189,2.24555404,0.420929134,4.059063245,3.266608333,3.725542864,2.784508608,1.189584978,2.605290417,-0.477599941,0.399914554,1694.1685541821
"Buffalo",2019,"MAC",35,32,113.6,95.3,0.8819,53.4,47.3,16,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,"R32",6,1.606758152,3.05649721,1.889867157,0.031535251,0.983007224,1.005244609,1.709450432,0.466539245,3.286370258,1.342213759,2.040528452,3.886357717,2.706417932,2.536278234,0.801105557,-0.21338802,1815.67981556827
"Butler",2013,"A10",35,26,109.2,93,0.8624,50.7,46.7,20.2,17.4,35.9,26.3,38.4,36.1,50.2,45.3,34.3,33.2,64.7,4.7,"R32",6,1.305529438,1.558777558,0.952533411,0.262582065,2.456197284,1.779566963,1.492623186,-0.041403101,3.153682976,2.628236021,1.942785197,2.582571611,0.381295383,0.282128929,-0.372768982,0.051539674,1742.61939085321
"Butler",2015,"BE",34,23,108.5,88.6,0.9115,48.4,46.7,17,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,63.9,3.5,"R32",6,3.361905792,2.561377803,2.642877619,1.713354129,0.939881543,2.037780951,0.891164138,1.281761992,1.291319475,1.916215553,1.773821927,2.246013385,2.605762441,-0.557454244,0.346142362,-0.814776564,1679.01352981912
"Butler",2016,"BE",33,22,118.2,98.6,0.8899,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2,"R32",9,1.556468171,1.516834811,0.083838657,1.099703517,0.296209185,1.738669096,0.54486045,-0.782058672,4.030368509,3.59106723,3.935798015,2.50518459,3.100260229,1.323614006,1.922686634,2.471860613,1645.11841427375
"Butler",2017,"BE",34,25,117.7,96.9,0.9038,54.6,50.8,15,19.6,27.2,27,37.1,37,54.5,51.3,36.6,33.3,67.2,5.5,"S16",4,1.742759783,1.778824605,0.532742672,1.290497106,1.66818617,0.28332961,1.327674606,0.68596635,3.961899508,3.714888254,4.604459741,2.68499891,1.853674946,3.184965841,1.610955771,1.765735771,1769.92127218334
"Butler",2018,"BE",35,21,116.1,95.3,0.9068,54,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,"R32",10,3.141687874,1.338982613,1.282231714,0.678489318,1.530039355,0.725022433,0.922935696,0.239476648,3.048164267,3.518750129,3.535616491,3.402864739,2.311351584,2.681184369,-0.075600598,0.257130525,1646.13457486927
"BYU",2014,"WCC",34,22,113.8,100.5,0.8078,50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,49.2,48.2,36.9,33.7,73,0.6,"R64",10,1.200485117,2.209310447,1.567619893,0.959445562,1.494042519,0.33642348,-0.575866058,0.509923972,3.506656233,2.039526149,1.806210884,2.269220106,1.682492716,2.497519232,2.203300176,1.066442266,1659.89530741757
"BYU",2021,"WCC",25,20,112.8,93.3,0.8991,55,46.6,19,16,28.6,23.3,27.8,29.4,54.5,45.5,37.3,32.4,68.2,3.3,"R64",6,1.272062928,2.448156139,1.724271642,1.595664869,1.857950087,0.342698452,0.91531013,-0.002884869,4.295938993,2.212697721,1.936549562,1.248733328,0.548815742,1.976486261,1.364863327,2.101670485,1718.37169773682
"BYU",2024,"B12",33,23,120.6,99,0.9067,55.1,48,15.2,16,32.8,24.7,25.3,32.1,58,48.2,34.8,31.8,69,2.9,NA,6,1.905284362,1.244675688,1.78278132,1.168782711,2.090994855,0.311240713,1.086490974,1.071947638,4.389681583,4.649492774,3.725351679,4.251093637,3.078608141,3.934809927,2.573659852,2.056815724,1693.70979536002
"Cal Poly",2014,"BW",32,12,102,104.4,0.4356,46,49.3,14.7,18.1,30.9,33.2,33.2,42.9,44.2,48.6,33,33.8,60.4,-10.7,"R64",16,0.539886688,0.401441163,-0.386412579,0.444909496,1.366007097,0.783747977,-0.42199688,-0.324518482,2.193764074,1.476929302,0.86890067,-0.172904675,-1.151707077,-0.738736512,0.407220206,-0.04158132,1444.09553110845
