"TEAM","YEAR","CONF","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","ADJ_T","WAB","POSTSEASON","SEED","dbpr_Player 1","dbpr_Player 2","dbpr_Player 3","dbpr_Player 4","dbpr_Player 5","dbpr_Player 6","dbpr_Player 7","dbpr_Player 8","obpr_Player 1","obpr_Player 2","obpr_Player 3","obpr_Player 4","obpr_Player 5","obpr_Player 6","obpr_Player 7","obpr_Player 8","elo"
"Montana",2019,"BSky",33,26,106.2,103.2,0.5812,56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,55.6,49.3,37.8,34.4,68,-3.2,"R64",15,0.015431639,1.360628699,0.52325986,0.880524623,1.100353448,0.309830711,-0.734710207,-0.804531397,3.078217533,1.699505227,2.00200267,1.294513628,0.865351733,0.392485056,1.377232616,0.692833029,1672.10988850878
"Montana State",2022,"BSky",33,27,103.6,102.5,0.5308,53.9,49.4,18.7,18.2,26.7,23.5,40.1,36.1,52.9,48.9,37,33.6,67.1,-2.8,"R64",14,0.840879242,1.064373917,-0.049850841,0.246056661,0.346309362,0.569512427,-0.396788166,1.017318684,1.033639426,0.606360724,1.649204393,1.269948337,0.851702759,0.525602683,1.09088539,-0.326388041,1653.60238208659
"Montana State",2023,"BSky",33,25,105.1,98.2,0.6871,51,49.8,17.8,20.1,25.7,25.4,44,35.1,52.6,48.8,31.8,34.6,66.3,-2.7,"R64",14,1.539967977,0.403054002,1.973955141,1.397889836,1.130725271,0.76342424,0.234599098,-0.454956201,2.124886046,2.112605972,0.313954942,0.639715158,-0.130041206,-0.445569314,-0.463313645,-0.28959691,1603.09014487676
"Morehead State",2021,"OVC",28,23,99.3,96.7,0.5778,51.9,47,22.9,18,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,65.6,-2,"R64",14,1.550887819,1.08994571,0.320690488,0.532913788,1.580344187,0.415597824,1.000565118,0.201296975,0.695119461,0.887767567,0.755198602,0.429613164,-0.93450472,0.146141691,-1.207191999,-1.671926126,1602.2041539755
"Morehead State",2024,"OVC",30,26,106.7,103.4,0.5889,54.4,45.7,18.5,15.5,32,26.4,31.3,32.7,55.6,45.4,35.3,31.1,64.3,-3.4,NA,14,1.189593214,0.445233354,0.002930117,-0.425027837,0.511679248,1.996729382,0.699349354,-0.385526984,3.414608576,1.847532987,1.701117257,1.659532943,0.517028962,-1.419337149,-0.65489817,-0.671825019,1669.96295761625
"Mount St. Mary's",2017,"NEC",36,20,98.9,101.8,0.4155,51,49.9,19.2,21.7,23.1,34.8,32.4,32.6,49.4,49.5,35.8,34.1,68.3,-7.9,"R64",16,1.209696726,0.523768796,1.37576562,-0.971687013,-0.330129435,0.079076777,-0.647639595,NA,0.069263891,-0.321274764,-1.650793178,0.542232603,-0.137185222,-0.664913252,-1.706046821,NA,1486.25879187196
"Mount St. Mary's",2021,"NEC",22,12,95.7,100.6,0.3593,48.7,45.5,20.1,16.3,31.7,24.6,29.7,24.6,47.7,45.6,33.7,30.1,62.2,-7.2,"R68",16,1.714876436,0.279826134,0.523788434,-0.452136835,-0.196003199,-0.099713712,NA,NA,-0.337207209,0.866847929,-0.309512854,-0.513505387,-0.843811369,-2.195702572,NA,NA,1515.07989823878
"Murray State",2018,"OVC",30,26,110.6,100.8,0.7449,55,47.2,17.6,18,32.9,27.6,37.3,30.5,54.4,47.6,37.2,30.9,67.8,-0.4,"R64",12,0.549100698,-0.238223648,0.188809364,0.887205943,-0.206754176,-0.319388827,0.82648486,0.131831215,3.403484939,4.152445917,3.514324473,1.076319865,1.977330662,1.096157784,-0.111439407,-0.874998961,1715.68753427697
"Murray State",2019,"OVC",31,28,110.4,98.6,0.7852,54.8,46.5,17.2,19.4,32,30.7,33.5,27.4,56.2,48.3,34.9,28.9,70.2,1.2,"R32",12,1.626238499,1.220134327,1.573685886,1.406363303,0.916803514,0.368614114,-0.816573815,-0.595741865,6.081087755,2.27431224,1.897679844,1.800431702,1.71331262,0.852958183,-0.298981477,-0.80678246,1738.98186637579
"Murray State",2022,"OVC",31,31,110,96.2,0.8241,52.6,48.1,17.1,20.4,35.3,25.7,32.4,26,53.2,50.5,34.5,29.7,66,3.5,"R32",7,1.852720508,1.835462068,0.42325409,1.514160383,1.014639037,1.236186443,-0.046488452,-0.010023702,3.620147477,3.053918368,3.106722282,1.967249288,2.462151422,1.595520518,-0.285179641,-0.474212903,1813.63614224744
"NC State",2013,"ACC",35,24,115.2,98,0.865,54.2,46.8,18,16.6,34.7,32.6,40.9,29,52.8,47.5,39.1,30.2,68.1,2.2,"R64",8,2.420503915,1.475387011,1.296044168,0.225125139,0.01954464,0.125235363,-1.68142872,NA,3.563204238,3.314433496,2.287845738,3.320168858,3.328057864,1.813496176,2.434599521,NA,1701.85254893615
"NC State",2014,"ACC",36,22,114.8,101.4,0.8066,50,47.5,15.8,17.4,34.1,35.6,37,42.6,51.5,47.3,30.5,32.1,66.5,0.6,"R64",12,0.763819629,1.417833364,0.992838033,1.638768558,0.908499385,0.919324796,0.280443533,-1.529635713,4.267401684,1.61183182,1.86447621,0.582034238,0.533090033,0.330615748,0.808840786,2.125193482,1631.68886241879
"NC State",2015,"ACC",36,22,114.1,96.8,0.8684,49.3,45.5,16,14.9,33.9,30.2,35.3,34.7,47.3,43.6,35.6,33,64.7,1.1,"S16",8,2.102577066,1.603925046,0.217613671,1.75463055,1.531710821,0.622080123,2.55642327,0.978946792,2.479063665,2.243340658,3.168124113,1.238697535,1.226388295,2.103673978,-0.116184709,0.956135717,1657.11558850955
"NC State",2018,"ACC",33,21,115.6,101.3,0.821,53.4,51.6,16.8,20.4,33.4,32,34.2,33.7,52.1,53.6,37.2,31.6,72.8,0.9,"R64",9,0.713682102,1.145409246,2.203547022,0.502539595,1.433023743,0.981883536,-0.142407232,-0.605424742,3.444953261,2.730135973,1.602824348,2.899773554,1.787820844,1.279890618,2.328023525,2.552229661,1644.97708846081
"NC State",2023,"ACC",34,23,113.6,99.2,0.8272,51.5,49.8,13.5,18.8,30.4,26.2,25.3,34,51.1,50.9,34.7,31.6,69.2,1.1,"R64",11,1.429293298,1.171080271,0.826544548,0.732974277,1.370411818,1.510580653,0.812390874,1.213370488,3.542827003,2.641549473,2.922093009,2.727829642,1.914261481,0.9407306,0.423062228,0.012336747,1690.72834585349
"NC State",2024,"ACC",36,22,114,101.2,0.7981,50.7,50.5,13.7,17.9,28.6,29.3,32.5,31.9,50.1,49.5,34.6,34.9,67.9,-0.6,NA,11,1.661240211,0.857506222,2.147849278,2.156012464,0.687580258,0.794865322,0.799659587,0.39753323,2.455443504,3.12274726,1.670709589,1.536231206,2.6695363,2.396456232,2.015144063,-0.607364953,1608.62012945886
"Nebraska",2014,"B10",32,19,108.2,95,0.8172,48.3,47.6,16.7,19,25.7,29,42.3,44.9,47.4,47.8,33.3,31.5,66.4,1.3,"R64",11,1.826056772,1.417351338,1.342035458,1.79447177,1.878052505,0.427235242,0.640123363,1.6235367,1.789293302,1.280605833,1.148517062,0.683217332,0.177701675,1.008429277,0.610916793,-0.43327148,1606.87785173807
"Nebraska",2024,"B10",33,23,115.7,95.6,0.8999,53.2,46.3,15.9,16.4,27.8,30,32.4,27.7,52.8,45.2,35.8,31.9,68.7,2.4,NA,8,3.318148253,1.661504639,0.853824945,0.768117862,1.6247491,1.635713057,0.367212006,1.549647407,3.488500645,3.177063841,3.618097688,3.232581514,1.656862293,1.139277032,2.388661781,0.777746352,1683.64383945511
"Nevada",2017,"MWC",35,28,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31,71,1.7,"R64",12,2.112268786,1.623314437,0.538337984,-0.349847488,0.909575184,0.070333395,0.353730909,NA,2.038918363,2.221599727,2.527052094,3.090687671,1.631080933,1.60667214,1.227013828,NA,1729.22857321331
"Nevada",2018,"MWC",37,29,118.9,102.5,0.8462,54.8,49.4,13.5,18,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,70.7,2.5,"S16",7,1.969770915,2.49403317,1.132842259,0.537567403,-0.187300146,-0.235008883,-0.280349566,NA,3.973907545,2.969833643,2.856515087,3.450110072,3.855488354,3.811549556,2.413205151,NA,1778.47178149895
"Nevada",2019,"MWC",34,29,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28,54.9,46.3,34.7,33.2,70.8,3.8,"R64",7,2.529986589,1.502143244,1.849946036,1.606295961,2.345353437,0.723752654,1.799212533,-0.994458619,3.858932547,3.033959147,2.394870417,1.758279202,0.832818047,1.547771926,-0.110564462,1.182964975,1824.29033094411
"Nevada",2024,"MWC",32,26,115.1,98,0.8632,53.3,48.2,15,17.3,27.5,27.2,46.2,34.3,52.6,49.1,36.5,31.3,66.8,2.7,NA,10,2.180068738,2.908831821,2.059383193,0.475487965,1.28537971,1.591112194,-0.824736336,-0.46541613,4.027258651,2.870507536,2.974543491,3.938324252,1.370794046,-0.566222823,0.986199801,0.362809604,1730.31352158265
"New Mexico",2013,"MWC",35,29,107,91.1,0.8641,48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,46.1,42,35.1,34.6,65.4,6.9,"R64",3,2.607473437,1.87869193,2.279530402,1.120791802,2.121586009,1.217722278,0.936960088,0.526716592,2.234533374,2.347542933,1.7724665,2.402259756,0.87786524,0.801093049,1.041083453,-0.96930192,1828.38865231953
"New Mexico",2014,"MWC",34,27,112.8,95.7,0.8693,51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,51.7,41.1,33.2,34.8,66.2,4.4,"R64",7,1.589366607,2.278796679,1.832643752,2.291171483,2.170049344,0.257150483,-1.334959035,NA,4.147310271,3.06240199,2.782093643,1.818309803,1.725153531,0.444468296,0.258055348,NA,1750.26811211619
"New Mexico",2024,"MWC",34,26,114.8,95.5,0.8927,51,48,13.9,19.5,33.4,27,33.1,33.5,51.4,49.2,33.4,30.6,72.8,1.7,NA,11,3.107643599,2.580078129,2.079763728,2.347287156,1.417783959,1.998812404,0.055147776,-0.016182484,4.046925892,2.642985411,3.016093093,1.669775687,2.028337572,0.950454462,1.980165768,1.705296538,1722.99711113404
"New Mexico State",2013,"WAC",34,23,102.5,95.3,0.6992,49.3,45.4,21.9,18.6,36.9,29.8,47,30.7,49.8,43.2,31.8,33.9,65.1,-3.1,"R64",13,1.78622081,1.159951257,2.127619735,0.959849998,0.381698678,0.809473566,-0.030743824,0.519458102,1.186038748,1.580496934,-0.177233768,0.9132159,1.295992899,0.263895251,0.156813858,-0.578168249,1587.99396183112
"New Mexico State",2014,"WAC",35,25,111.6,102,0.7385,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,52.9,42.7,36.1,33.2,67.1,-2.3,"R64",13,1.635301171,2.81240161,0.303293806,-0.332061925,0.700942805,0.225230612,-0.457982692,-0.897608557,3.408261425,2.165172904,1.841158902,2.420089031,1.277376215,1.199290733,0.840749731,-0.184581397,1677.91343570701
"New Mexico State",2015,"WAC",32,21,103.9,98.1,0.6613,50.6,46.4,21.8,20.6,39.3,31,44.3,32.5,49.3,46.4,36.2,30.8,64,-4.5,"R64",15,2.228923061,1.515954199,0.614091686,1.089042194,0.052466558,-0.196675769,-1.217995748,NA,2.720395733,1.430747638,1.898047134,1.184537725,1.499071037,1.467026073,-1.17094482,NA,1576.63821335283
"New Mexico State",2017,"WAC",31,28,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.2,"R64",14,1.515063373,0.509830623,-0.387919944,-0.647900054,-0.358673637,0.876051496,0.140259669,NA,2.965980749,2.778824466,2.170685009,2.3883959,0.946596578,-0.756100658,-0.03389453,NA,1754.27156193423
"New Mexico State",2018,"WAC",31,28,106.8,95,0.7927,51.6,46,17.4,19,33.8,22.5,29.1,33,52,45.7,34,31.1,69.4,1.3,"R64",12,2.272264284,0.415640914,1.383343381,1.018528343,3.361098865,0.248943699,0.702173179,-0.235243571,2.808859055,2.255817174,0.88304763,1.177980199,-1.467873024,1.596106846,0.809409767,1.231245334,1745.20980087005
"New Mexico State",2019,"WAC",33,30,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,56.7,48,34,33.5,67.1,1.4,"R64",12,2.269439449,2.193316268,0.846894473,0.36691429,-0.054204784,0.274799383,0.682050599,0.649993601,3.08858647,1.784077702,1.856389344,2.30313412,2.659019978,2.323292314,1.580595143,1.546543314,1734.59264681132
"New Mexico State",2022,"WAC",31,27,106,96,0.7579,51.9,45.2,20.8,16.8,32.6,25.7,34.6,28.3,53.2,45.6,33.4,29.8,66.1,0.7,"R32",12,2.976729549,1.923761008,0.970933539,1.027249468,-0.692810449,1.850720992,-0.566559393,0.02140763,2.346970334,2.760773905,2.085782121,1.317061455,2.200061727,-0.800619455,1.242797183,-0.687219901,1745.31951916907
"Norfolk State",2021,"MEAC",21,16,99.4,104.1,0.3698,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42,46.1,47.2,37.4,31.7,67.9,-5,"R64",16,0.471944159,0.565365306,-0.462348887,-0.406295716,-0.672737276,0.299031594,-0.860475723,0.101311008,0.337031279,0.163758434,0.781940718,-0.030455728,0.185499897,-0.842674712,0.219156271,-0.949122864,1607.58870994345
"Norfolk State",2022,"MEAC",28,24,100.7,103,0.4342,50.9,45.8,20.1,18.4,30.1,27.8,38.3,33.5,50.8,47.1,34,29.5,67,-3.1,"R64",16,0.408705862,0.394726335,-0.43300164,-0.307809523,-0.329722638,0.998641843,0.174421784,-0.946743271,1.464826571,0.756899477,1.01631836,0.826532944,0.748916649,-0.759294931,-0.649223697,0.266061831,1682.19057535418
"North Carolina",2013,"ACC",35,24,111.6,93,0.8902,49.3,48,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,71.4,2.5,"R32",8,0.475633534,0.934651129,1.812560197,1.86258688,2.212557805,0.978041175,2.221105191,2.164931807,5.035561594,3.586811025,1.72434237,1.433568585,0.914908681,1.515561529,0.194322125,-0.152392677,1674.0152564793
"North Carolina",2014,"ACC",34,24,113.4,94.7,0.8883,49.9,47,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,70.8,4.2,"R32",6,2.330806013,2.833508234,2.096924538,2.391665463,1.759595883,0.169641435,0.671095821,NA,3.247320858,2.120778518,2.688004791,1.302821573,1.065924289,2.471145518,-0.040543276,NA,1689.91813379078
"North Carolina",2015,"ACC",38,26,119.6,92.5,0.9507,51.6,45.4,18.2,17.7,40,31.2,35.2,37.8,50.9,45.6,35.8,30,69.9,6.5,"S16",4,3.849375866,1.936223271,3.349897618,2.373112547,2.493475037,1.141895705,-0.422964994,1.054317605,3.276558103,4.112785958,2.053210834,2.927518161,2.718892012,3.544113876,3.902117912,2.387470507,1721.57254358766
"North Carolina",2016,"ACC",40,33,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,71.7,8.6,"2ND",1,2.672384148,1.501638541,2.326876102,1.671485724,3.087558679,1.943742905,1.675798231,1.359325381,4.362269578,5.492984094,4.482805728,5.047168953,3.236516822,4.352646245,3.364740031,2.864086731,1758.61886777962
"North Carolina",2017,"ACC",39,33,121,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25,34.3,31.6,51,46.3,35.5,33.9,72.8,8.4,"Champions",1,2.214051448,1.446803702,2.849957924,3.893712105,3.15948096,1.934804733,2.372009467,0.847035783,5.334795627,5.439015189,3.844300639,2.478619995,2.919200542,3.038746947,2.230303983,2.902016659,1760.30319842521
"North Carolina",2018,"ACC",37,26,120.7,97.1,0.9242,52,50.1,16.7,16.3,37.4,25.5,28,26,51,45.3,35.9,38,72.6,7.1,"R32",2,1.732017299,2.924372348,1.473801783,1.323603975,-0.343050009,1.889335129,0.824254195,0.590592722,4.942705703,3.722889618,4.164041117,4.043757731,4.329167198,1.515141389,0.503427984,0.044013128,1747.58840297521
"North Carolina",2019,"ACC",36,29,120.1,91.4,0.9582,52.9,48.9,17.2,18.3,35.3,22.8,30.2,28.4,52.1,47.9,36.2,33.5,76,10,"S16",1,2.479278338,2.514606221,2.35613339,2.211173511,2.309006274,1.482718495,1.047419884,2.181549452,4.833297682,3.272375769,3.40592241,3.187319859,3.046378846,3.106910487,1.880269488,0.276302202,1754.93848874289
"North Carolina",2021,"ACC",28,18,108.8,91.6,0.8777,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,48.9,46.8,31.7,34.4,71.8,2.3,"R64",8,2.398192004,1.535446876,1.658235258,1.012704916,2.270447223,1.902498528,1.802613536,1.030669875,2.165178438,2.371032032,2.059723832,2.576623219,0.953730192,1.185329298,1.020445,1.536682163,1610.55331886585
"North Carolina",2022,"ACC",39,29,114.4,93.5,0.9113,51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,50.1,47.5,35.8,33.7,70.1,4.3,"2ND",8,3.062812701,1.492691618,2.672542867,1.341259931,1.444843743,0.56513617,-0.400285676,-1.19124563,3.729024951,4.299741739,2.11737249,3.343571501,2.658638284,1.094663979,1.360805698,0.976097261,1688.91111026763
"North Carolina",2024,"ACC",34,27,116.8,93.2,0.9305,51.3,46.4,14.4,14.9,32.8,23.5,36.8,28.3,50.3,46,35.4,31.4,70.4,6.6,NA,1,2.67791355,1.767189095,2.269687489,2.91277711,1.295764099,2.714031012,1.79573661,1.596030858,4.133537369,4.637547239,3.777800938,2.704239257,3.056265602,1.138951304,1.278250794,0.701925982,1737.88375188077
"North Carolina A&T",2013,"MEAC",36,19,90.6,95.7,0.3459,45.7,45.2,22.7,23.4,29.8,33.2,42.6,41.1,45.4,43.4,30.7,32,66.9,-11.5,"R64",16,2.851685584,0.789208917,-0.132071447,0.727023532,-0.236603698,-0.623814202,-1.226540876,-0.702127642,-1.874942496,-0.870510042,-1.024517028,-2.078199409,-1.242608456,-1.938232033,-1.987769134,-3.157634469,1470.03895326659
"North Carolina Central",2014,"MEAC",32,26,107.9,100.2,0.7018,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31,64.1,-0.6,"R64",14,1.640954444,0.999677411,-0.074379596,0.50832992,-0.220475175,1.557001507,0.780043282,NA,0.980079637,1.420719421,2.161854682,1.509115914,2.232472106,-0.148274539,0.561317382,NA,1697.33004842585
"North Carolina Central",2017,"MEAC",31,25,101.4,101.3,0.5043,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28,52.7,46.1,32.7,29.2,68,-5.1,"R68",16,0.524650687,0.956517682,0.233120318,0.199157499,0.723055894,0.017890442,-0.526602499,-0.580196757,1.143303778,0.470114212,0.615455509,0.515649057,-0.19671274,-0.24626854,-0.168095686,-1.061878127,1616.40849737098
"North Dakota",2017,"BSky",29,22,103.1,102.7,0.5112,53.4,50.7,18.3,19.6,26,27.8,36.1,39.7,51.4,50,38.7,34.8,72.5,-5.3,"R64",15,0.373837511,0.758286209,0.570291152,0.761568302,0.094156821,-1.287481722,-0.63818904,0.567497362,2.40390167,1.031977044,0.389728783,-0.205677557,-0.093471194,0.832969345,-0.110793747,-2.375421894,1594.88324346246
"North Dakota State",2014,"Sum",30,23,113.9,103,0.7613,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,64,0.2,"R32",12,1.395363874,1.488475179,-0.390704152,1.118643468,0.282773094,2.031481672,0.380963711,-1.66418102,3.651109503,2.965802208,3.493807229,1.641599091,2.211380178,-0.931224464,0.514713591,2.253088376,1691.88176317049
"North Dakota State",2015,"Sum",31,21,100.8,100.7,0.5035,49.7,48.1,16,16.5,26.1,23.7,35.7,30.7,45.5,45,38.2,36.2,61.5,-3.9,"R64",15,1.602729938,1.874724838,0.271813603,-0.598187483,0.171853055,0.051732603,-1.162385578,NA,0.556417842,-0.079370855,1.230522175,1.015523432,-0.274712175,-0.32418319,-0.015956651,NA,1603.74847782365
"North Dakota State",2019,"Sum",33,19,106.6,109,0.4369,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37,66.5,-8.6,"R64",16,-0.755015823,-0.049410601,-0.186671194,-0.037060475,-1.558841899,0.186165911,-0.9648883,-1.033947375,1.957102922,1.247163957,0.977626786,0.310781529,1.459046327,-0.63500731,0.390020131,0.117310811,1502.98867401393
"North Texas",2021,"CUSA",25,17,104.4,94.6,0.7578,54,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,"R32",13,0.16632235,1.828200125,1.10725508,0.654594364,0.915371484,0.913398233,0.846457754,NA,3.385567632,1.646644184,1.709096207,1.449536867,0.668265119,0.63294837,-0.197611069,NA,1581.21917102754
"Northeastern",2015,"CAA",35,23,107,101,0.6586,54.5,49.8,21.5,15.5,30.1,25.3,41.4,25,53,49.1,38.6,34.4,63.6,-4.6,"R64",14,0.797342101,0.745912096,0.39437823,0.469869638,0.725095542,-0.679763997,0.021413686,NA,2.515147038,2.423452668,1.469121317,0.808424755,0.547200396,0.338138577,-0.538907249,NA,1630.74995265737
"Northeastern",2019,"CAA",34,23,109.1,102.5,0.6712,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53,38.2,33.7,67.5,-2.8,"R64",13,0.897488923,0.615990742,1.085987229,-0.380968755,0.497260577,-0.089806857,-0.418831331,0.50408514,2.580503659,2.812981854,2.16121093,3.50497005,2.584481566,0.830876327,1.087078966,-0.992976257,1608.34111528126
"Northern Iowa",2015,"MVC",35,31,115.4,93,0.9228,55.9,45.6,17.8,19.2,27,26.9,39.8,27,53.3,44,39.8,32.1,58.5,5.3,"R32",5,2.488073997,1.284337766,2.086351375,1.321885762,1.111058712,1.124607389,1.542650955,0.604179938,4.587763513,2.585964331,1.384948856,1.81840059,2.007533678,1.904520411,1.323693102,1.978732405,1811.71306964121
"Northern Iowa",2016,"MVC",35,22,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,"R32",11,2.005817726,1.455298606,0.346423788,-0.131057131,0.588922845,0.645341078,1.118960232,0.913253277,2.861161094,1.840704852,2.766524259,2.217726854,0.962269394,0.30609407,-0.46076726,-2.178489858,1606.16632708918
"Northern Kentucky",2017,"Horz",33,24,105.5,104.1,0.537,52.4,49.7,18.8,17,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9,"R64",15,0.379590489,-0.111870104,-0.582221447,0.6504911,0.103986569,1.129492045,-1.749957684,0.541477633,1.562140217,1.966901042,1.807016713,0.50229723,0.703118431,-0.458012299,1.363678449,-0.944608267,1586.90978315899
"Northern Kentucky",2019,"Horz",33,26,107.8,101.3,0.6719,54.6,49.1,17.8,18.4,30.6,26,34.8,35.2,55,49.9,36,32,69.3,-2.2,"R64",14,0.165361521,0.793623374,0.478008234,0.281874702,0.578307366,0.727762093,1.092124884,0.108173335,2.973886124,2.242067591,1.800563504,1.674394182,1.129713907,0.796317441,-1.05905438,-0.254325425,1693.10404878525
"Northern Kentucky",2023,"Horz",33,22,102.6,101.4,0.5349,49.1,51.3,17.3,23.3,31.6,33,26.9,30.5,47.4,49.3,34.3,36.4,61.9,-6.7,"R64",16,1.518168274,2.442737239,1.172299135,-0.412684862,0.359551517,0.099907755,-1.437453611,NA,1.352684653,0.193487774,0.071414212,1.21557007,0.068434747,0.035745321,-0.73475689,NA,1594.23970791727
"Northwestern",2017,"B10",36,24,111.2,95.2,0.8564,49.7,46.1,16,17.9,30.8,30.6,30.5,36.1,48.8,44,34.2,33.3,66.9,2,"R32",8,1.709703188,1.501002215,1.930038196,2.495458631,2.152648982,0.797241426,0.518500565,2.093154994,3.094785322,2.726282014,1.678210647,1.11248172,1.421172043,1.876104595,1.138114794,-1.533081444,1647.71048060959
"Northwestern",2023,"B10",34,22,109.7,93.4,0.8642,47.3,48.4,14.7,21.3,28.6,27.7,29.7,31.6,46.7,46.8,32.1,33.8,64.5,1.6,"R32",7,2.617135096,2.948690177,2.693676015,0.957675516,2.184612322,0.80068677,1.962080655,1.116264452,1.627971761,1.172901923,0.850924542,2.236873833,0.843919757,1.879510923,0.029205319,0.395708547,1653.60593817585
"Northwestern",2024,"B10",32,21,117.2,99.2,0.8717,53.2,51.6,13.3,18.8,25.7,28.2,29.9,39.4,49.7,50.3,39.4,35.9,63.7,1.5,NA,9,0.822954621,1.809504262,2.210907653,1.41634763,1.043049999,0.070849905,0.100331178,NA,4.36565814,2.517892164,1.92761048,2.61949576,2.717888218,1.957276174,0.811702564,NA,1665.54903060455
"Northwestern State",2013,"Slnd",28,19,104.8,102.1,0.573,49,47.8,19.2,21.7,34.8,37.3,40.3,40.5,50,46.8,31,33.9,73,-3.2,"R64",14,0.254963922,0.178901771,0.055841105,-0.24601287,0.133887133,-1.045793238,0.417461345,0.572341878,2.757486034,2.228405281,1.816347003,1.66241986,0.680705554,0.929916345,-0.569899439,-1.647786529,1630.29809078698
"Notre Dame",2013,"BE",35,25,112.9,95.4,0.8748,52.2,46.8,17.6,16,34,29.5,32,24.6,50.6,45.9,37,32.5,61.7,3.9,"R64",7,1.558808271,0.548579716,0.72538379,0.342538643,0.740782508,0.767103267,0.752098289,-0.125777945,3.733883793,3.486565161,3.093934088,3.327544436,2.589360195,0.715984087,0.290285275,0.930047367,1705.87436390054
"Notre Dame",2015,"ACC",38,32,125.3,98.6,0.9401,58.3,47.9,14.5,17.3,27.9,32.2,36.7,24.1,58.2,47.4,39,32.6,63.9,8.6,"E8",3,0.676674349,1.001116339,0.427594772,0.489813593,1.356565924,0.645242607,-0.471405949,NA,6.597813603,4.720350673,4.426161855,4.287647487,2.90873077,3.095362179,3.03096195,NA,1755.52688154551
"Notre Dame",2016,"ACC",36,24,118.3,103.3,0.8269,54,49.5,15.3,14.8,32.7,32.1,32.9,26,52.9,46.5,37.4,36.9,65.5,2.3,"E8",6,1.978258741,0.196051194,0.165697377,0.582724326,0.180261025,0.723569813,-0.527570472,-0.119726829,4.254132835,4.406018456,4.139083048,3.283392415,3.364471076,2.364915159,2.331196875,1.275857901,1663.54787978221
"Notre Dame",2017,"ACC",36,26,119.3,96.4,0.9205,53.6,49.1,14,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,"R32",5,1.727203693,1.40507909,0.623038291,0.131311307,0.978208293,1.30361084,0.357526163,1.781167894,4.584993201,3.517414874,3.893493653,4.255793863,3.01855074,2.637516466,3.244214545,0.835425758,1736.91347477824
"Notre Dame",2022,"ACC",34,24,112.8,96.7,0.8542,54,49,15.6,15.1,22.1,24.7,27.3,22.2,51.9,49.6,37.9,32,65.4,1.9,"R32",11,0.982473717,1.47417098,1.412310853,0.630840533,0.254906476,0.529243335,0.659281814,NA,2.97236408,2.278356875,2.074953508,2.755476758,2.853210895,1.964279101,1.227141881,NA,1616.43255490772
"Oakland",2024,"Horz",34,23,107.8,104.6,0.5853,52.1,50.6,16.2,16.3,30.6,28.6,30.9,26.8,51.8,50.5,35.1,33.9,66.8,-4.2,NA,14,0.214198079,0.339202576,0.090811823,0.052996485,0.202801577,0.182805758,0.891967895,-0.83170107,2.291082098,1.97104747,1.789740141,1.756803179,0.962905556,0.817067867,-0.281062381,0.77244046,1591.81926317706
"Ohio",2021,"MAC",22,16,111.9,100.7,0.7715,55.8,51.1,17,20,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2,"R32",13,1.649320244,1.271052373,0.027650317,-0.019090255,-0.491019499,-0.444444493,-0.659767397,NA,3.453970128,2.366535113,3.138746019,2.240068336,2.315755087,1.159889349,0.624753263,NA,1607.46001103256
