"TEAM","YEAR","CONF","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","ADJ_T","WAB","POSTSEASON","SEED","dbpr_Player.1","dbpr_Player.2","dbpr_Player.3","dbpr_Player.4","dbpr_Player.5","dbpr_Player.6","dbpr_Player.7","dbpr_Player.8","obpr_Player.1","obpr_Player.2","obpr_Player.3","obpr_Player.4","obpr_Player.5","obpr_Player.6","obpr_Player.7","obpr_Player.8","elo"
"Boise State",2014,"MWC",31,18,114.3,103.7,0.7546,51.2,51.3,15,17,32.1,26.4,36.6,42.3,49.8,50.4,35.9,35.3,65.5,-3.3,NA,NA,0.274786714,0.664917902,1.3538332,1.178718572,-0.352667675,-1.223042603,-0.077812417,0.877370534,3.465105951,3.009253678,2.01117209,1.813939567,2.416958259,3.273847561,1.786554519,-0.889419961,1645.530547
"Boise State",2015,"MWC",32,23,109.5,96,0.821,53.2,47.6,16.1,19.4,27.8,25.6,32.4,31.6,49.6,48.1,38.9,31.3,63.4,0.2,"R68","11",2.345275701,3.047478654,1.150098135,1.23607856,-0.193660136,-0.442646291,-0.77892385,NA,3.944506832,3.157377764,2.092627557,1.104573466,1.278146309,0.940167058,0.252413847,NA,1676.105942
"Boise State",2016,"MWC",30,18,108.2,99.7,0.719,51.7,52,16.4,20.2,27.2,25.5,40.9,36.8,53.7,50.9,32.6,36,70.3,-3.6,NA,NA,1.246575067,0.028832824,-0.345215567,0.656990754,0.49789489,0.306133815,-0.286255307,-0.05923019,2.497752724,2.320899661,2.51275731,1.269557114,0.824561676,0.82749892,1.318283007,0.439734012,1622.007363
"Boise State",2017,"MWC",31,20,109.1,101.4,0.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,-3.2,NA,NA,2.407354618,1.45141448,0.362961524,1.009439401,-0.600717807,0.13006562,-0.486196381,-1.658898882,0.894952494,1.714034796,2.071104163,0.775308657,1.406767973,0.511650273,0.841714222,1.999175003,1617.271092
"Boise State",2018,"MWC",31,23,109.2,96.3,0.8087,53.8,48.8,18.9,16.4,29.3,18.4,31,29.5,52,48.4,37.5,33,70.1,-0.4,NA,NA,2.361528823,1.974219921,1.216706175,1.264191701,0.3475344,0.461001226,1.228134681,NA,2.577601538,2.272178169,2.658435507,1.044726526,1.15686604,1.007069114,-0.118561638,NA,1709.119125
"Boise State",2019,"MWC",32,13,107.6,102.4,0.6404,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52,35.2,34.3,66.9,-11.9,NA,NA,0.790158396,1.726146703,-0.256075015,0.319794425,0.698749272,-0.167808582,-0.887079372,-0.542016991,3.160113458,0.603839802,1.98151417,1.260641542,0.464641525,1.179355267,0.806149141,-0.370610648,1441.539348
"Boise State",2021,"MWC",25,18,107.7,96.7,0.7753,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,52.4,48.5,34.4,32.6,69.3,-0.7,"N/A",NA,1.855458489,2.541226716,1.799635891,0.906566242,1.591458137,0.469442658,0.505584128,0.521038764,1.405847102,0.655353849,1.311367134,1.921783874,1.057411131,1.960657236,1.695858671,1.001496908,1691.049634
"Boise State",2022,"MWC",34,27,107.6,92.9,0.8434,50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,50.6,48,34,32.6,64.5,3.5,"R64","8",1.547104319,1.961083327,2.576624743,2.46983405,1.163869182,1.257674572,-0.187162507,NA,3.253754698,2.019068601,0.571774513,0.610612547,0.945395832,0.206366762,1.19402506,NA,1683.387439
"Boise State",2023,"MWC",33,24,110.1,95.6,0.8361,51.6,47.5,16.6,17.5,27.2,24,30.3,27.6,50.6,48,35.6,31.2,66.3,2.1,"R64","10",2.681145632,1.422301844,2.281526617,1.40042725,0.616359058,0.53456013,0.240775853,NA,2.025295115,3.076380663,2.213171821,1.972326574,1.308434039,0.594389283,-1.491469111,NA,1682.801974
"Boise State",2024,"MWC",30,22,114,97.8,0.8538,51.6,49.8,16.5,16.8,32.5,23.1,36.1,33.1,51.2,52.1,34.8,30.6,66.6,0.9,NA,"10",1.799294813,1.212516081,1.568286379,1.069006551,1.378197687,0.9025452,0.02474549,0.935196348,3.724818281,2.858570893,2.054837282,2.45708416,1.7568325,1.612293188,1.275387077,0.356533655,1659.598232
"Boston College",2013,"ACC",33,16,108.6,102,0.6737,51,51.1,17.7,17.9,28.1,30.7,39.7,29.1,49.7,48.7,35.3,37.5,64.2,-5.4,NA,NA,0.146806624,-0.02001423,0.089260319,-0.090644613,-0.804680643,0.881832614,-0.24672963,NA,2.127652371,2.167132083,1.708735318,1.852523033,1.939704097,-0.612594006,0.425310158,NA,1495.190269
"Boston College",2014,"ACC",31,7,114.5,109.8,0.618,52.1,52.1,17.4,15,27.1,35.1,44.5,41.5,51.7,50.3,35.1,37.9,63.2,-10,NA,NA,0.348426228,-0.758532003,-1.335067971,-0.520067,0.382778858,-0.028693772,-0.295905653,-0.831394991,2.829511211,3.40314249,3.125182439,2.172978698,1.163983707,0.152038203,0.044285162,0.334029881,1370.20409
"Boston College",2015,"ACC",32,13,108.6,99.2,0.74,50.8,49.4,18.8,18.8,26,30.9,35,40.8,52.1,49,32.4,33.5,63.9,-5.8,NA,NA,0.250267803,0.577068871,1.129851242,-0.644364393,0.377889546,0.741320568,0.584410428,-0.474403012,2.774179309,1.779624293,0.769487198,2.119963873,0.534730253,-0.285549451,-0.52785576,-0.685924767,1484.563066
"Boston College",2016,"ACC",32,7,95,99.1,0.382,47.5,52.4,20,19.5,21.8,28.6,25.9,37,46.9,50,32.3,38.2,67.8,-12.2,NA,NA,1.516269304,1.555007,0.815558763,1.360482265,1.321334779,0.407887899,-0.281815056,-1.161454293,0.104074794,-0.714886218,-0.844321682,-1.632434825,-1.683768699,-0.99599252,-0.804597014,-0.219824284,1377.656713
"Boston College",2017,"ACC",32,9,104.1,101.9,0.5618,51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,49.1,53.2,37.4,35.4,72.5,-9.8,NA,NA,0.941387617,0.739319843,0.52750093,0.314128283,0.608393691,0.534928935,-0.855673278,0.063620551,1.41272543,1.07632211,0.942689639,0.444151358,-0.076441107,-0.804560231,0.536027769,-1.976546651,1445.473519
"Boston College",2018,"ACC",35,19,112.6,102.8,0.7399,52.1,51.8,18.2,17.6,30.1,26,30.7,27.1,51.1,50.1,35.9,36.1,70.9,-1.9,NA,NA,1.560317231,1.908326969,0.511384481,0.793390705,-0.200893896,-0.036323575,-0.653771445,NA,2.878069264,1.853966476,2.763896922,1.62106304,2.121907581,-1.443637401,-0.858408973,NA,1593.628491
"Boston College",2019,"ACC",31,14,106.2,101.5,0.628,48.5,48.4,17.5,16.6,28.6,31.5,35,29.4,49.1,48.8,31.7,32,68.8,-5.4,NA,NA,1.409065679,1.39743671,1.013736493,-0.517814355,0.074889637,0.174779771,0.672739554,-0.542358799,3.309093817,1.241817617,1.112630631,1.405425055,0.780281389,-0.373353032,-1.087319274,-1.531479294,1544.014571
"Boston College",2021,"ACC",20,4,103.3,102.3,0.5269,49.8,55.5,19,18.7,25.4,28.8,29.7,29.1,49.9,56.7,33.1,35.5,71.4,-7.6,"N/A",NA,1.548315253,1.071129312,0.182572969,0.227728701,1.037861696,-0.247016279,-0.549537277,-1.867516988,2.13511348,1.193499514,0.496766855,0.398852431,-0.642500579,0.508396282,0.658843624,1.893345334,1351.446934
"Boston College",2022,"ACC",33,13,103.9,98.8,0.6422,47.8,51.5,17.9,18.7,29.9,25.7,29.6,31.5,48.5,49.8,30.9,36.4,65,-8.3,"N/A","N/A",1.153539504,1.083945566,0.974540591,-0.13962905,1.217390075,1.197583555,0.186161873,-2.377005833,1.05270201,0.988712466,0.730606867,1.615346223,0.229490429,0.147705654,0.850675375,-2.895322717,1444.358667
"Boston College",2023,"ACC",33,16,102.5,101.7,0.5223,48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,49.2,49.1,31.9,36.8,66.5,-6.6,"N/A","N/A",0.84931745,1.831229999,0.379723267,0.883196753,0.155390875,0.936697617,-0.123581788,-0.474698163,2.519482754,1.107735626,1.090174426,0.574218221,0.82407663,-0.022405964,-0.391625966,-0.545189503,1503.506553
"Boston College",2024,"ACC",34,19,111.8,102,0.7427,52.7,50.4,15.5,16,27.3,26.7,25.5,28.4,51.8,49.5,36.1,34.6,67.1,-3.6,NA,"N/A",2.164080629,1.591659358,1.742135633,0.494248903,0.465297307,0.351246651,-2.074962778,-0.792167637,2.929334749,2.893460535,2.11560538,2.737495131,1.110997682,-0.312200228,1.289373529,-0.919163443,1611.347844
"Boston University",2013,"AE",30,17,103.2,101.1,0.557,52.2,47.4,18.8,21.5,25.9,31.2,26.5,33.2,49.9,47.8,37,31.1,66.2,-6.9,NA,NA,1.725642405,0.539092478,-0.118324463,0.147407472,-1.124342236,-0.203955488,0.013752339,NA,1.166836982,1.009294764,1.529908006,0.7135954,1.352426975,-0.128561176,-1.733987042,NA,1499.221678
"Boston University",2014,"Pat",35,24,107,101.4,0.649,52.3,49.8,17.6,20.4,28.1,29.8,29.9,31.5,50.9,48.2,36.3,35.4,66.8,-2.6,NA,NA,1.459259152,0.225566922,1.530480852,1.146619916,-0.475450616,-0.524538431,1.026542859,-0.262302305,3.991441092,1.441283533,0.078106323,-0.155876014,1.455428011,1.445365324,-0.557019139,-0.345823593,1623.882035
"Boston University",2015,"Pat",29,12,103.9,109.3,0.3566,52.7,53,19.4,16.3,28.2,28.4,44.9,33.6,50.8,50.9,36.8,37.4,64.7,-11.9,NA,NA,0.316407501,-1.570172891,-0.670264997,-1.128681939,-0.324847705,-1.463350697,-0.330321071,NA,2.399165234,2.243370938,0.696456206,1.026953317,-0.203540788,0.558327547,-1.351212699,NA,1467.5955
"Boston University",2016,"Pat",33,18,101.7,107.4,0.3486,52.2,50,19.6,17.1,26.5,28.1,37,33.9,51,50,36.1,33.3,70.6,-10,NA,NA,1.681274508,0.163132035,-0.549895325,-0.583788482,-0.951257127,-1.488006422,0.424862405,-0.646754631,-0.498993835,0.809312783,1.293527556,1.080971167,1.28636359,0.896415641,-1.753070215,-1.31146235,1506.169523
"Boston University",2017,"Pat",31,18,100.9,102.9,0.4427,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50,47.5,35.3,36.5,71.1,-8.9,NA,NA,0.887497446,0.226259125,1.376690626,0.296681305,0.547684475,-1.168420328,-0.246331063,0.059631083,0.690591271,1.069422832,-0.194423538,0.85727379,0.230349595,1.806339891,-0.057499785,-0.390920965,1529.471178
"Boston University",2018,"Pat",30,15,99.3,107.1,0.2953,52.8,52.8,20.1,20.1,28.3,29.6,32.8,30,51.1,52.2,37.3,35.8,68.7,-11.6,NA,NA,0.440546414,0.021277861,0.000279391,-0.420693839,0.352062088,-0.703404171,-0.644234593,-0.871326831,0.612959268,0.90536687,0.562559217,0.423408144,-0.381894204,0.04313267,-0.189911244,-1.157580482,1479.927723
"Boston University",2019,"Pat",32,15,103.4,109.5,0.3415,53.4,54.6,18.8,18.2,28.6,25.1,24.8,32.5,54.5,56.4,34.2,34.7,67.8,-13.1,NA,NA,-0.357045474,-0.395216116,0.634169374,0.446930351,-0.556174105,-1.511072261,-1.474614888,0.052147858,2.746020924,1.728848624,0.173641257,0.295754462,0.232981708,1.164137453,0.751088948,-1.381889627,1487.084018
"Boston University",2021,"Pat",18,7,101.4,107.9,0.3279,49.7,53.7,18.3,15.2,29.2,25.9,28.7,29.9,50.9,53.4,31.9,36.2,65.4,-7.8,"N/A",NA,0.782607246,0.594862656,-0.841141523,-0.09996123,-1.103476415,-1.582284955,-2.320758348,-1.511192464,0.950422028,0.677083306,1.825882556,0.783418856,-0.638427272,-0.689717107,-1.263572325,-2.342184935,1449.636436
"Boston University",2022,"Pat",34,22,104.3,109.5,0.3646,51.9,50.9,18.2,16.5,30.9,24.2,28.8,29,51.6,51,34.9,33.8,64.9,-8.3,"N/A","N/A",-0.034183452,-0.464100022,-0.722621555,0.011276085,-0.714339091,0.047800726,-0.842796281,-0.795170238,2.685093334,2.607910401,2.458046291,0.742954892,-0.056701668,-1.708829965,-0.832890248,-0.94263684,1564.362131
"Boston University",2023,"Pat",31,15,96.3,106.5,0.2393,47,50.5,17.8,18.3,28.7,24.6,29,36.5,45.9,50.3,32.4,33.8,65.4,-12.4,"N/A","N/A",0.159449363,-0.062902431,-0.370905442,0.123986866,0.446045917,0.718869583,-0.826483097,-0.026996629,0.302874998,0.021178617,0.240924657,-0.414286166,-0.757321703,-1.042469858,0.016844399,-1.101312528,1506.575448
"Boston University",2024,"Pat",32,16,97.7,108,0.2401,47.8,50,17.7,16.9,26.6,23,30.2,36.2,46.8,48.7,32.8,34.6,65.8,-14.1,NA,"N/A",0.314557307,0.973177355,0.352623683,0.724803729,-0.276733925,-1.406506477,0.239963916,0.87050487,0.728000384,-0.377525477,-0.128072137,-1.359533415,-0.48456827,0.259029719,-1.948547929,-2.674524928,1432.230042
"Bowling Green",2013,"MAC",30,11,95.4,98.5,0.4087,46.6,48,19.9,20,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,64.1,-13.3,NA,NA,2.119163645,0.739791019,0.011846043,0.676848046,0.60342887,-0.849926324,0.314341738,-0.566657977,-1.226315041,-0.494953977,-0.019800392,-1.043689765,-1.327726095,0.114298847,-1.1347708,-0.61231088,1450.678119
"Bowling Green",2014,"MAC",31,11,92,97.1,0.3495,45.5,47.3,22.1,20.5,30.4,31.2,36.3,38.5,46.4,44.3,28.3,35.6,66.6,-12.7,NA,NA,2.092267706,1.725559022,1.655082015,1.255823958,0.66094885,0.096086965,NA,NA,-0.308699824,-1.475998084,-1.464658394,-1.402975629,-1.811306983,-4.327849746,NA,NA,1484.610638
"Bowling Green",2015,"MAC",32,21,104.2,100.1,0.614,49.3,47.2,18.4,19.5,31.6,29.5,32.4,32.2,48.6,46.1,33.8,32.6,63.8,-4.2,NA,NA,1.975574147,0.827523979,1.210385234,1.082371557,0.730650567,0.593408044,-0.615982588,0.998645954,0.97927819,1.875709433,1.282475346,0.803040718,1.130898514,0.017687375,-0.24881511,-1.867790828,1626.56619
"Bowling Green",2016,"MAC",32,14,99.1,105.8,0.3201,48.9,50.9,18.5,17.1,28.1,28.4,40.2,35.9,47.2,47.3,35.4,37.9,69.3,-11.9,NA,NA,-0.324158937,1.022355797,0.605337681,0.226328608,0.183086172,-0.358450092,-0.911314922,-0.838378709,1.169001202,-0.185778742,-0.052627639,0.290328237,-0.293821535,-0.580142349,-0.651969605,-1.148922828,1530.964161
"Bowling Green",2017,"MAC",31,13,99.8,105.8,0.3384,48,53.1,17.3,20,28.5,28.2,35.8,34.2,46.5,53.3,34.1,35.2,71.5,-12.9,NA,NA,1.060988622,1.743098873,0.869923842,0.4549534,0.210350273,-1.748160074,-1.270399405,-0.79310738,0.297820777,-0.926705903,-0.504390462,-0.91299052,-1.10594502,0.631765309,-0.177559834,-0.694937553,1451.496942
"Bowling Green",2018,"MAC",30,16,101.4,107.4,0.3406,47.3,52.3,17.6,16.8,29.7,26.5,36.6,32,45.1,51.2,34.3,36.3,71.5,-10.8,NA,NA,0.49255324,0.384325931,-0.182827957,0.456631895,-1.08182275,-0.969047345,-1.031828389,-1.772245823,0.127749274,-0.252592051,0.048851216,-0.910823007,0.503606912,0.12039658,-0.343341147,0.069515982,1574.546744
"Bowling Green",2019,"MAC",32,22,107.5,102,0.6466,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50,35.8,34.6,71.5,-4.3,NA,NA,1.046702839,0.397133826,-0.184282399,1.27785845,-0.180709767,1.251314535,0.509715299,1.147495191,1.567096999,0.944636147,1.276476367,-0.295150547,0.831030492,-0.655449026,-0.216439181,-0.889365347,1599.018604
"Bowling Green",2021,"MAC",24,14,104.5,103.6,0.5247,48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,48.4,51.7,31.8,34.1,70.5,-5.5,"N/A",NA,0.066209855,0.412956975,0.72438835,-1.491685993,0.529126068,0.81588707,0.122051597,-0.490301355,2.552299063,1.931923903,0.405654263,1.985828109,-0.239832508,-1.18142425,-0.510917595,0.072272132,1585.681413
"Bowling Green",2022,"MAC",29,13,102.7,111.9,0.2697,48.6,53.5,16.5,17.3,29.9,30.7,31.9,30.8,48,53.1,33.1,36,72.7,-13.4,"N/A","N/A",-0.920155182,-0.774859851,-1.507482003,0.808009289,-0.924937405,0.338744264,-1.191127544,-1.805193363,3.158798131,1.144474161,1.766738245,-0.562901427,1.129640545,-0.191173683,0.71793048,0.988202336,1478.981409
"Bowling Green",2023,"MAC",29,11,102.3,111.7,0.266,50.5,54.1,17.5,16.3,29.8,28,32.5,33.6,50.4,53.8,33.8,36.4,69.5,-15.3,"N/A","N/A",-0.690900894,0.093126291,-1.539985165,-0.526941743,-1.072200841,-0.055590776,-1.644478303,-0.482644043,1.045397632,0.082002478,1.592322396,0.461259699,0.995915274,-0.31527811,-0.252069485,-1.92078702,1437.550404
"Bowling Green",2024,"MAC",31,20,101.5,107,0.3511,48,51.1,16.2,16.1,30.7,25.5,35.2,27.4,50,49,29.5,36.8,67.5,-9.4,NA,"N/A",0.689109512,-0.212775105,0.45110611,0.672281739,0.374550915,-0.74556458,-1.33058925,-1.677036636,0.867191038,0.675719923,-0.032655922,-0.535270495,-0.428499197,0.181177088,-0.797134385,-0.668523395,1588.115383
"Bradley",2013,"MVC",35,18,102.8,101.9,0.5244,48.3,51,17.8,21.7,30.3,31.7,29.9,35.3,48.5,49.7,31.9,35.4,66.9,-7.5,NA,NA,0.399362914,0.805794386,0.565578935,-0.165883546,-0.938822086,-0.230102564,-0.48399848,0.342469261,1.183089959,0.74726623,0.471628138,0.655765379,0.222559203,-0.871972361,-0.906754621,-1.775237589,1529.419097
"Bradley",2014,"MVC",32,12,100,103.3,0.4081,46.4,50,18.7,20.2,32.3,31.1,36.5,43.4,45.7,50.7,32.2,32.6,64.5,-12.6,NA,NA,0.207474689,0.619258778,0.266562586,-0.565272784,-0.461259044,1.082341098,-0.3159301,0.560759232,0.520956141,-0.434161866,-0.182854934,0.605842893,-0.26586541,-2.067658108,-1.629867134,-2.588089768,1443.570636
"Bradley",2015,"MVC",32,8,91.9,98.1,0.322,42.3,50.3,20.4,21.9,32,29,37.8,46.2,40.7,47.2,30.1,36.9,62.4,-15.2,NA,NA,0.666868198,0.970948399,0.780043059,0.613166228,1.903343207,-0.700011015,0.093912778,-0.548797021,-0.179396748,-1.13281215,-0.967266911,-1.13470976,-2.655859654,-0.640472131,-2.017426618,-1.42754177,1376.341366
"Bradley",2016,"MVC",31,4,86.1,100.9,0.1393,43,49.7,25.4,17,24.9,26.7,38.3,52.2,43.9,48.7,27.7,34.5,68.1,-17.7,NA,NA,-0.156600266,1.311485826,0.081264558,1.186351223,-0.002694644,-0.05955624,0.03068379,0.251698051,-1.389028295,-3.08593962,-2.258874138,-3.402732225,-2.349699424,-2.363065502,-3.257750565,-3.557807094,1292.200938
"Bradley",2017,"MVC",32,13,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69,-11.2,NA,NA,-0.212468796,1.476770875,0.588714868,0.087517305,0.16769626,1.313253176,0.638104076,-0.869015383,0.85611817,-0.923749152,-0.485999434,-0.185966456,-1.29830252,-2.645854529,-2.073210914,-1.337579577,1442.545348
"Bradley",2018,"MVC",32,20,103.9,99.7,0.6155,48.9,47.7,20,20.3,31.3,29,37.8,35.6,46.6,46.2,35.6,33.3,67,-5.6,NA,NA,1.113755798,1.531157791,1.175532889,0.622798959,0.172934381,-0.334773575,0.995198255,0.996729673,0.961926138,0.346277409,0.138203777,0.337840492,-0.008965096,0.380993783,-0.98722448,-1.789700995,1632.772158
"Bradley",2019,"MVC",34,20,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37,32.8,66.5,-7.9,"R64","15",0.697387455,1.255057214,1.681463854,0.212946605,0.244072519,-0.145205241,1.03226033,-1.359600552,1.261496651,0.642968051,-0.161186256,0.665577389,0.506218786,0.404010076,-2.214011956,-0.887937616,1551.049246
"Bradley",2021,"MVC",26,12,102.7,102.6,0.5027,49.9,51.1,18.9,17.8,28,26.2,22.6,30.2,51.6,46.4,31.4,38.1,66,-9.8,"N/A",NA,2.428457204,1.729582779,-0.976951956,-1.216182061,1.038463913,-0.365183365,-1.238689601,0.213523024,0.450541331,1.029753116,1.503248343,1.64173617,-1.09875974,0.160732348,1.007045776,-0.951304098,1542.50861
"Bradley",2022,"MVC",30,17,102.8,96.1,0.6837,51.1,46.9,19.9,18.2,31.9,23.5,27.3,30.2,51.1,46.1,34.1,32.2,67.3,-6.4,"N/A","N/A",2.050029246,2.026125838,1.475286409,1.210607881,1.086544794,-0.299798917,1.118912534,0.231544374,1.336284016,1.163610015,1.004373425,0.841181957,0.653027325,1.877427626,-0.52407082,0.172086881,1502.265926
"Bradley",2023,"MVC",34,25,106,97.8,0.7175,52.7,46.7,17.9,18.9,29.2,23.8,26.8,32.1,52.7,45.8,35.1,32.2,65.2,-1.4,"N/A","N/A",1.74595591,2.116047292,1.138342029,0.413331892,1.413437868,0.86056423,-0.286240378,1.463304855,2.954608352,1.755317455,1.417489973,1.890405554,0.174930644,0.696734309,1.493208005,-0.865695411,1647.933585
"Bradley",2024,"MVC",32,22,111.8,98.8,0.8056,55.7,47.6,18.1,18.5,28.5,27.9,27.5,35.7,55,46.2,37.7,33.2,66.2,-3.4,NA,"N/A",1.87208317,2.107123004,0.577726023,0.384184624,1.145801109,2.277453171,-0.069094296,NA,3.170744882,1.96631739,2.635224869,2.744579077,1.242703899,-0.106949842,1.720686705,NA,1692.958167
"Brown",2013,"Ivy",27,12,94.3,99.7,0.3458,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34,45.3,45.7,34,37.8,64.4,-10.3,NA,NA,0.470557047,-0.657855568,-0.636453853,-1.034652231,0.687622131,1.131958526,-0.43187519,NA,-0.788706938,-0.079126585,-0.385134548,-0.021306681,-1.846985535,-2.307251341,-2.375884781,NA,1432.607302
"Brown",2014,"Ivy",28,14,100.1,100.2,0.4944,48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,44.7,44.1,37.7,30.6,70.3,-7.6,NA,NA,0.466614481,0.765680297,2.03208648,1.030075288,-0.157372599,0.230069678,-0.325657394,-0.57600967,1.33975579,0.453238916,-0.896730133,-0.212853953,0.079884462,-1.149590598,-1.012776884,-0.912709136,1516.319949
"Brown",2015,"Ivy",29,11,98.3,105,0.3178,47,48.5,21.6,16.4,29.8,30.5,45,36.4,47.2,47,31.1,34.7,68.2,-12.2,NA,NA,1.987038555,-0.110131481,-0.128365801,0.092405801,-0.320103095,-1.643929275,-2.143711154,-0.442708831,0.099679869,0.435848158,0.435618821,-0.330031941,-0.050430265,-0.514899661,-0.512750889,-2.428535583,1449.413943
"Brown",2016,"Ivy",27,7,101,110.8,0.2578,50.2,50.8,18.8,16,25.6,31.3,36.9,36.4,47.8,48.5,35.9,36.6,71.6,-14,NA,NA,0.588863013,-0.04485535,-0.391971454,-0.497685532,-2.13746845,-2.693972825,-1.893102115,-0.577292237,0.747917923,1.358290162,-0.011720935,-0.473046781,0.608252856,0.890930532,-0.400001833,-1.785641082,1357.162931
"Brown",2017,"Ivy",28,13,102.5,113.1,0.2434,50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,49,58.6,35.6,37.4,72.7,-11.6,NA,NA,-1.049275549,-0.462143194,-3.057356179,-0.668934778,-1.605081745,-0.707147855,-2.295830861,-1.427791778,1.617245763,0.834617562,2.876762306,0.427484601,1.131283622,-1.135404888,0.410722229,-1.303748897,1460.544143
"Brown",2018,"Ivy",26,11,101,109.2,0.2899,48.5,54.4,18.4,19.3,29.4,26.7,40.4,40,48.6,53.9,32.1,37,72.7,-11.6,NA,NA,0.463452424,-0.495920867,-1.107457913,-0.115700867,0.06893535,-0.560968734,-0.55582593,-1.831187527,0.357392123,0.544426488,0.973022297,-0.455138739,-0.887818192,-0.338782393,-0.666907619,0.043638287,1458.440893
"Brown",2019,"Ivy",30,20,98.5,97.2,0.5373,50.4,48,20.3,20.9,24.5,27.5,36.7,31.3,50.2,50.1,33.8,30,72.4,-5.7,NA,NA,1.919869631,1.297139754,0.323064949,1.196898227,0.309741274,0.103971437,-0.009316891,0.696646393,0.325129261,0.049041102,0.957028993,0.041350515,-0.004572257,-0.618305621,-0.640567512,-1.416487987,1587.002461
"Brown",2022,"Ivy",27,13,98.8,103.6,0.3679,49.4,51.1,19.1,19.5,28.2,28.1,31.6,33.2,50.6,51.3,31.7,33.9,67.5,-9.9,"N/A","N/A",1.688887866,0.995671184,0.661138816,0.887332669,0.475689708,-0.723162653,-0.611511563,-0.250331801,0.278297106,0.658915234,0.539789163,-0.110281966,-0.272496276,0.258702281,-0.30053392,-2.037280804,1522.515812
"Brown",2023,"Ivy",27,14,100.1,99.7,0.5129,50.7,51.2,19,19.7,23.4,23.7,29.8,26.9,49.8,50.4,34.7,35,69.3,-7.2,"N/A","N/A",1.357381469,0.467683917,0.29918514,1.623282085,0.363185704,1.107464671,-0.544399728,-2.284435873,0.047148702,0.852498906,0.89934967,-0.736873324,0.38734487,-1.842344832,-0.586003435,-0.721955947,1492.057205
"Brown",2024,"Ivy",30,13,104.1,105.4,0.4655,49.7,51.2,18.3,16.8,31.9,27.3,33,32.1,49.2,52.2,33.7,33.1,67.2,-11.7,NA,"N/A",0.924397658,0.868489203,0.765101056,0.900242293,0.798350418,-0.573035541,0.063693116,0.176199791,0.985582922,0.754697246,0.76948143,-0.022850718,-0.201421955,0.996691018,-0.262409658,-0.887977872,1371.569817
"Bryant",2013,"NEC",31,19,107.6,108,0.4886,54.4,51.8,19.2,17.6,30.5,29.7,37,30.2,54.9,51.1,35.6,35.2,66.5,-6.4,NA,NA,-0.193664595,-1.124548271,-0.253720616,0.008465355,-0.939779115,-2.256558506,-0.740166739,NA,2.853560237,2.448578067,0.943934491,0.421472753,1.072372438,2.031933935,-1.527414976,NA,1591.225519
"Bryant",2014,"NEC",31,17,104.7,108.4,0.4008,52.5,50,18.1,18,29,34,37.1,32.8,53.8,47.5,33.2,36.4,67.6,-8.2,NA,NA,0.342546324,-0.146501229,-1.428202235,-0.108001823,-0.922805318,-1.229383719,-0.607825897,NA,1.609019995,1.582363108,2.608967504,0.886347787,-0.394679922,-0.115312617,-1.429224162,NA,1583.986615
"Bryant",2015,"NEC",31,16,102.1,108.8,0.3266,48.8,48.3,18.3,16.6,29.5,32,32.8,35.9,46.9,48.9,34.6,31.5,63.6,-10.4,NA,NA,-0.259625806,0.293003096,-1.257404796,-0.568837024,1.036988403,-1.866013659,-1.907631813,-1.929522561,2.285246118,0.403785087,1.662927519,0.223387414,-1.446434286,0.408900299,-0.211262404,-0.458063454,1489.592514
"Bryant",2016,"NEC",30,7,93.3,113.1,0.098,47.3,51.5,19.9,16,26.2,33.5,26.9,31.6,46.9,53.1,32,32.7,68.2,-17.7,NA,NA,-0.71693026,-0.937771078,-0.547023134,-1.298334291,-2.872768191,-1.771652598,-2.102870575,-1.113054188,-0.197008624,-0.622726341,-1.651699464,-0.959707008,-0.505312175,-1.901866591,-1.780568737,-2.85748952,1346.114203
"Bryant",2017,"NEC",31,12,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,-14.7,NA,NA,-0.914714177,-1.599142454,0.082043812,-0.645452179,-0.537560622,-0.916551047,-1.37590894,-1.369010544,0.612818421,0.981447885,-0.724664291,-0.110689905,-0.395137233,-0.421039782,0.019127769,-0.031573396,1438.976791
