"TEAM","YEAR","CONF","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","ADJ_T","WAB","POSTSEASON","SEED","dbpr_Player.1","dbpr_Player.2","dbpr_Player.3","dbpr_Player.4","dbpr_Player.5","dbpr_Player.6","dbpr_Player.7","dbpr_Player.8","obpr_Player.1","obpr_Player.2","obpr_Player.3","obpr_Player.4","obpr_Player.5","obpr_Player.6","obpr_Player.7","obpr_Player.8","elo"
"Nebraska",2018,"B10",33,22,110.4,96.1,0.8325,49.1,47,16,18.3,30.1,34,37.6,26.5,47.6,46.5,34.6,32.2,68.7,1.9,NA,NA,2.252706027,1.045506511,0.735390971,1.961466059,1.796383721,1.333160946,-0.809997664,-0.323101833,2.541376559,2.551615064,2.27478295,0.962922245,0.682234849,0.18401945,1.070227868,-0.460688575,1617.26791
"Nebraska",2019,"B10",35,19,112.5,98.1,0.8285,49.2,48.1,14.3,19.3,28.5,32.1,33,30,48.6,46.9,33.4,33.8,68,0,NA,NA,2.141984444,1.726576689,0.925995599,1.873370318,0.603220056,0.959977617,0.585153753,0.771598558,2.373323494,2.089098474,2.263197901,0.935648789,1.402719266,0.424655759,0.736948146,-0.367268583,1613.274275
"Nebraska",2021,"B10",26,7,101.5,93.3,0.7241,48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,47.1,52.1,33.2,31.3,72.1,-6.9,"N/A",NA,1.772524793,1.590919566,-0.121271893,1.342173527,1.367147752,1.481443326,0.060789666,1.177711066,0.348545333,0.491392429,1.79656103,-0.663260369,-0.769709461,-0.984909639,0.349592142,-1.457660823,1411.027009
"Nebraska",2022,"B10",32,10,106.5,101.4,0.6388,50.3,51.5,17.1,18.3,20.6,31.4,33.3,29.4,51.8,51.2,32,34.7,71.4,-9.1,"N/A","N/A",0.887843673,2.228814228,0.863055709,0.490398461,-0.259806223,-0.07768466,0.25407486,-0.988328842,2.471587038,0.914367716,1.10621396,0.682460098,0.585553077,0.082150931,-0.325994624,0.745439981,1420.124498
"Nebraska",2023,"B10",32,16,106,98.4,0.703,51.7,49.9,18.6,17.7,24.7,28.3,28.2,21.9,53.4,49,32.6,34.1,66.8,-2.1,"N/A","N/A",2.532121781,1.802097352,0.430651332,0.575245052,1.795088355,1.639339124,0.2266099,-0.347429321,1.970721831,1.779693738,2.568979378,2.064414787,0.841677615,0.443874966,0.709942041,-0.089206498,1531.357326
"Nebraska",2024,"B10",33,23,115.7,95.6,0.8999,53.2,46.3,15.9,16.4,27.8,30,32.4,27.7,52.8,45.2,35.8,31.9,68.7,2.4,NA,"8",3.318148253,1.661504639,0.853824945,0.768117862,1.6247491,1.635713057,0.367212006,1.549647407,3.488500645,3.177063841,3.618097688,3.232581514,1.656862293,1.139277032,2.388661781,0.777746352,1683.643839
"Nevada",2013,"MWC",30,11,103.1,104.3,0.4671,47.3,51.8,18.7,18.7,28.9,32,41.8,40.2,47.8,49.5,30.9,37.4,67,-9.2,NA,NA,1.181047101,-0.482835588,0.612372574,-1.004793379,-0.083796447,-0.890534791,0.235015716,-1.678675348,1.22179425,2.01988538,0.314515036,1.267369739,-0.34699373,-0.897994849,-2.048112686,-0.35683093,1506.752765
"Nevada",2014,"MWC",32,15,109.1,107,0.5561,49.2,50,15.5,15.9,31.1,31.7,38.1,40.5,48.5,49.9,33.8,33.5,65.5,-7.5,NA,NA,-0.087763517,1.467753625,0.183351587,-0.389350037,-0.520283279,1.525730067,0.093119176,NA,3.486485141,0.422054037,1.449706764,1.306825899,1.319231743,-1.873045141,-0.928214427,NA,1499.757514
"Nevada",2015,"MWC",29,7,95.3,104.2,0.265,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,64.1,-14.8,NA,NA,0.371204902,0.089428367,0.764050275,-0.243867883,-1.14991466,0.600077357,-1.13068069,-1.387763366,-0.515766459,-0.267633851,-1.50390959,-0.772193326,0.109540357,-2.58350625,-1.131787385,-1.50282591,1379.889488
"Nevada",2016,"MWC",36,22,100.8,97.7,0.5864,45.5,46.1,17.6,17.3,30.7,30.3,43.2,39.6,46.3,44.9,29.1,32.3,72.2,-5.1,NA,NA,0.691060101,1.730950075,0.847454379,1.328908008,0.622299269,-0.092889888,0.983877392,NA,1.641980571,0.185691209,-0.074545311,-0.605436625,-0.144528337,-0.327773861,-1.855120591,NA,1584.680455
"Nevada",2017,"MWC",35,28,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31,71,1.7,"R64","12",2.112268786,1.623314437,0.538337984,-0.349847488,0.909575184,0.070333395,0.353730909,NA,2.038918363,2.221599727,2.527052094,3.090687671,1.631080933,1.60667214,1.227013828,NA,1729.228573
"Nevada",2018,"MWC",37,29,118.9,102.5,0.8462,54.8,49.4,13.5,18,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,70.7,2.5,"S16","7",1.969770915,2.49403317,1.132842259,0.537567403,-0.187300146,-0.235008883,-0.280349566,NA,3.973907545,2.969833643,2.856515087,3.450110072,3.855488354,3.811549556,2.413205151,NA,1778.471781
"Nevada",2019,"MWC",34,29,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28,54.9,46.3,34.7,33.2,70.8,3.8,"R64","7",2.529986589,1.502143244,1.849946036,1.606295961,2.345353437,0.723752654,1.799212533,-0.994458619,3.858932547,3.033959147,2.394870417,1.758279202,0.832818047,1.547771926,-0.110564462,1.182964975,1824.290331
"Nevada",2021,"MWC",25,16,108,100.1,0.7038,51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,50,46.9,35.5,33.6,70.3,-2.8,"N/A",NA,0.955567382,0.825062698,0.114628339,0.279254565,1.188068302,-0.080616789,0.949197607,1.081859846,2.959500211,1.754737474,1.73020322,1.515444524,0.077488448,1.182460116,-0.778662451,-1.41611447,1577.223382
"Nevada",2022,"MWC",30,13,105.8,101.7,0.6118,50.6,52.4,18.4,18.3,24.5,26.1,32,29.7,51.3,51.2,33,35.9,70.3,-7,"N/A","N/A",0.447265713,0.925549015,0.781469144,0.913198356,0.84663738,0.290123704,-0.805562142,NA,2.692945185,2.037658726,1.235152502,0.472301427,0.163102791,0.254157731,-0.474214122,NA,1500.787332
"Nevada",2023,"MWC",32,22,109.7,99.5,0.7542,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50,34.4,33,65.9,0.7,"R68","11",2.295278718,1.571341047,1.914448407,0.41231813,0.890289867,-0.11560539,0.773329182,-0.492335189,2.57345934,1.820674145,1.159700873,2.050015169,1.454172547,1.712498682,-0.343096326,0.181860307,1711.120024
"Nevada",2024,"MWC",32,26,115.1,98,0.8632,53.3,48.2,15,17.3,27.5,27.2,46.2,34.3,52.6,49.1,36.5,31.3,66.8,2.7,NA,"10",2.180068738,2.908831821,2.059383193,0.475487965,1.28537971,1.591112194,-0.824736336,-0.46541613,4.027258651,2.870507536,2.974543491,3.938324252,1.370794046,-0.566222823,0.986199801,0.362809604,1730.313522
"New Hampshire",2013,"AE",28,8,90.9,100.3,0.2435,43.9,45.8,18.6,18.8,28.1,30.5,34.7,36.3,42.9,47.5,30.5,27.9,64.3,-15,NA,NA,1.714316601,-0.852716149,-0.167742005,0.157616443,-0.152679108,-0.952384362,-1.345120582,NA,-0.480653488,-0.21809494,-1.14628778,-1.791165082,-1.673988162,-1.217898689,-2.190603611,NA,1376.485738
"New Hampshire",2014,"AE",29,5,89.4,106.6,0.1167,43.7,46.6,20.5,17,27.3,29.1,32.3,43.8,39.7,46.5,32.9,31.3,62.7,-19.3,NA,NA,0.908678305,1.635088099,-0.30530877,0.34506603,-0.605801854,-1.645798145,-0.096079415,-0.746088748,-1.302513093,-2.348435936,-1.449515608,-2.776465073,-1.879009592,-0.891946196,-2.703206849,-2.390445913,1317.748128
"New Hampshire",2015,"AE",30,17,98.4,101,0.4249,49.7,46,18.7,17.1,27.2,23.7,36.1,42.6,45.9,45.6,37.4,31.1,64.2,-8.1,NA,NA,-0.535192289,0.812981427,0.463308919,0.084884154,0.600658183,-0.187101123,0.329433411,-0.231762806,1.71801319,0.234706564,0.246274611,-0.098394823,-0.722297853,-0.478687643,-1.28100927,-1.716700099,1532.700159
"New Hampshire",2016,"AE",31,18,98.7,104.5,0.3402,46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,45,48.6,33.2,35.3,68.1,-7.6,NA,NA,1.181222693,0.081453226,0.653601462,-0.065921952,-1.125759566,-0.100960664,-0.670943391,-1.428299536,-0.676245453,0.402088315,-0.815174958,-0.223669645,0.654746808,-0.525166978,-0.749685466,-0.357739844,1552.655575
"New Hampshire",2017,"AE",29,20,100.6,102.3,0.4538,50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,49.5,50.1,34.2,32.9,66.9,-6.3,NA,NA,0.599928372,0.018470704,0.974795759,-0.720820487,-0.025938775,-0.166045823,-0.412749228,NA,1.120301532,1.466325687,-0.366710501,0.492576734,-0.405545843,-1.84774283,-1.957241756,NA,1601.686996
"New Hampshire",2018,"AE",29,10,98,107,0.2671,46.3,50.8,17.4,13.7,28.4,21.4,30.5,41.5,44.3,50.6,32.6,34.1,66.7,-16,NA,NA,0.750860688,-0.815056287,0.409935476,-0.81371227,-0.98679864,-0.441886712,-1.089844066,-1.531212334,-0.384794148,0.71538857,-1.080335041,-0.222070571,-0.565611055,-1.160993742,-0.954924704,-0.702705725,1369.655871
"New Hampshire",2019,"AE",27,5,83.7,106.1,0.0613,44,51.5,18.4,16.9,21.5,24.7,21.9,38,39.4,52.1,32.6,33.6,67.1,-20.2,NA,NA,0.951378868,-0.602103953,0.748165536,-0.9653821,-0.510259392,-1.320441663,-2.044710088,-1.479465188,-1.524943227,-1.745348024,-3.541364849,-1.877301854,-2.89513088,-2.657947699,-2.212559703,-2.935279171,1276.809806
"New Hampshire",2021,"AE",18,10,95.8,106.7,0.2246,45.3,49.5,16.3,17.9,27.3,22,32.8,39.2,44,48.6,31.8,34.1,66.4,-7.6,"N/A",NA,-0.666592739,-0.431950225,-0.246646351,-1.360497699,-0.712867187,-1.037661948,0.026756811,NA,0.358347064,-0.021013719,-0.376643844,0.339184669,-0.558097337,-0.592070038,-2.316562516,NA,1517.400101
"New Hampshire",2022,"AE",26,15,102.6,108.7,0.3382,50.9,50.4,14.8,14,27.9,21.9,25.4,26.6,48.1,49.8,36.6,34.2,61.9,-9.3,"N/A","N/A",-0.364365152,0.219902627,-1.184530702,-0.309568634,-0.151832079,-0.347843688,-2.584034424,NA,1.719715014,0.462985511,1.772437136,0.856838714,-0.944506279,-2.395478244,-0.732516113,NA,1523.74793
"New Hampshire",2023,"AE",28,15,96.6,105.8,0.2597,45.8,49.1,15,16.2,26,27.4,29.6,30.2,42.8,50,33.4,31.5,64,-10.6,"N/A","N/A",-0.160745835,0.298996553,0.405396193,0.103526265,-0.271745515,-0.087777393,-1.602845594,-0.756702245,0.584162826,-0.35370124,-0.935167397,-0.902038967,-0.581136753,-1.092019449,-0.469181676,-1.708320185,1466.183346
"New Hampshire",2024,"AE",30,16,97.6,106.4,0.2719,47.9,50.5,16.6,16.4,23.5,25.5,29.8,27.5,48.1,53.5,31.8,30.5,71.3,-9.3,NA,"N/A",0.798232134,0.453257096,0.855530536,-0.744787877,0.796620368,-0.653941394,-0.320339627,NA,0.515187011,0.526091937,-0.55294037,0.024667724,-1.6910859,-0.882404921,-1.229677975,NA,1564.099949
"New Mexico",2013,"MWC",35,29,107,91.1,0.8641,48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,46.1,42,35.1,34.6,65.4,6.9,"R64","3",2.607473437,1.87869193,2.279530402,1.120791802,2.121586009,1.217722278,0.936960088,0.526716592,2.234533374,2.347542933,1.7724665,2.402259756,0.87786524,0.801093049,1.041083453,-0.96930192,1828.388652
"New Mexico",2014,"MWC",34,27,112.8,95.7,0.8693,51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,51.7,41.1,33.2,34.8,66.2,4.4,"R64","7",1.589366607,2.278796679,1.832643752,2.291171483,2.170049344,0.257150483,-1.334959035,NA,4.147310271,3.06240199,2.782093643,1.818309803,1.725153531,0.444468296,0.258055348,NA,1750.268112
"New Mexico",2015,"MWC",31,15,99,97,0.5607,47.9,46.7,20.2,18.6,33.3,26.1,38.4,32.8,48.6,46.4,30.8,31.4,62.8,-8.3,NA,NA,2.323594077,1.449571592,1.028706035,1.004443584,1.277936083,0.953484668,0.877698873,0.037455235,1.577536676,1.693602046,0.920005253,-0.505957021,-1.114953856,-1.095187556,-1.141292807,-0.420264737,1578.42294
"New Mexico",2016,"MWC",32,17,108.2,101.3,0.6809,52,48.5,21,17,30.5,28.6,43.9,37.1,51,48.4,36.3,32.5,71.8,-6.8,NA,NA,0.521163844,-0.215015269,0.347527387,-0.32801144,0.301427677,0.609872802,0.723671508,0.056052952,2.317002557,2.168776049,1.255367601,1.896499534,0.822599931,0.258234661,0.141091206,0.313651217,1575.762376
"New Mexico",2017,"MWC",31,17,105.2,100.7,0.6232,50.2,50.6,18.4,19,27,27.8,46,37.7,50.7,47.5,32.7,36.9,70.4,-5.4,NA,NA,2.019098396,0.258473761,0.146626194,1.25190983,0.06128952,0.020143771,-0.506620865,0.852251261,1.073651934,2.739157119,2.322202702,0.224609541,0.586478685,0.511496146,0.686649723,-0.963416666,1613.985816
"New Mexico",2018,"MWC",33,19,113.2,106.1,0.6778,53.5,54.8,16.8,22,26.1,31,34.6,39.9,51.4,53.7,37.1,38.1,72.2,-6.1,NA,NA,-0.094013634,1.317364796,1.489221488,1.219954665,0.614543635,-0.896801386,-1.969253848,-0.126379274,3.339504868,1.480428936,1.222911421,0.888731169,1.477237224,2.689912311,3.449017044,0.778101969,1510.535047
"New Mexico",2019,"MWC",31,14,102.6,104.8,0.4392,49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,47.8,50.8,34.4,35.5,74.1,-10.3,NA,NA,2.189023,0.459014358,1.007096998,0.347884093,-0.192945352,-0.775950305,0.468188677,-0.105991065,0.777444422,0.869778479,0.302420346,0.424378063,0.769386799,1.211824553,-0.070643243,0.171186393,1509.554523
"New Mexico",2021,"MWC",20,6,93.3,102.7,0.2493,43.9,53.1,21.7,19.8,31.3,30.6,32.9,35.7,45.5,53.6,26.8,34.9,67.4,-11.2,"N/A",NA,0.756021226,-0.526032244,-0.154983978,0.372086194,0.256946216,-1.395506917,0.038407391,-0.92718903,-1.549251143,-0.546156049,-1.283012624,-2.168568193,-2.244566949,-0.68312552,-2.121217416,-1.459986432,1420.07129
"New Mexico",2022,"MWC",30,13,105.4,104.3,0.5296,49.4,52,16.1,18,24,29.1,32.8,35.6,48.1,53.5,34.4,32.9,71.2,-9.6,"N/A","N/A",1.408007138,0.16298623,0.010266613,-0.804122811,-1.127954104,0.221848668,0.939407977,-1.227396857,2.109206088,1.042571365,1.001076259,1.347384581,1.440111747,-0.378560701,-1.408724783,0.610616602,1533.468322
"New Mexico",2023,"MWC",33,22,114.4,102.4,0.7813,52.6,50.5,15.6,17.5,27.9,27.3,39.1,28.5,52.4,50.8,35.6,33.4,71.6,-1,"N/A","N/A",2.639416686,-0.166650227,-0.483215755,0.389812393,0.801553744,0.24628589,-0.269853572,NA,3.798959003,2.562054142,2.819952957,1.894975613,0.72910132,1.188194528,1.177702325,NA,1726.493846
"New Mexico",2024,"MWC",34,26,114.8,95.5,0.8927,51,48,13.9,19.5,33.4,27,33.1,33.5,51.4,49.2,33.4,30.6,72.8,1.7,NA,"11",3.107643599,2.580078129,2.079763728,2.347287156,1.417783959,1.998812404,0.055147776,-0.016182484,4.046925892,2.642985411,3.016093093,1.669775687,2.028337572,0.950454462,1.980165768,1.705296538,1722.997111
"New Mexico State",2013,"WAC",34,23,102.5,95.3,0.6992,49.3,45.4,21.9,18.6,36.9,29.8,47,30.7,49.8,43.2,31.8,33.9,65.1,-3.1,"R64","13",1.78622081,1.159951257,2.127619735,0.959849998,0.381698678,0.809473566,-0.030743824,0.519458102,1.186038748,1.580496934,-0.177233768,0.9132159,1.295992899,0.263895251,0.156813858,-0.578168249,1587.993962
"New Mexico State",2014,"WAC",35,25,111.6,102,0.7385,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,52.9,42.7,36.1,33.2,67.1,-2.3,"R64","13",1.635301171,2.81240161,0.303293806,-0.332061925,0.700942805,0.225230612,-0.457982692,-0.897608557,3.408261425,2.165172904,1.841158902,2.420089031,1.277376215,1.199290733,0.840749731,-0.184581397,1677.913436
"New Mexico State",2015,"WAC",32,21,103.9,98.1,0.6613,50.6,46.4,21.8,20.6,39.3,31,44.3,32.5,49.3,46.4,36.2,30.8,64,-4.5,"R64","15",2.228923061,1.515954199,0.614091686,1.089042194,0.052466558,-0.196675769,-1.217995748,NA,2.720395733,1.430747638,1.898047134,1.184537725,1.499071037,1.467026073,-1.17094482,NA,1576.638213
"New Mexico State",2016,"WAC",32,21,101.3,95.9,0.6525,50.2,44.8,20.2,16.2,36,25.1,36.9,28.4,50.7,42.3,32.5,33.5,66.4,-4.1,NA,NA,2.157703076,1.393302259,1.318581154,1.295629295,1.188568718,-0.353039621,0.596637771,0.947940799,2.508291724,2.358516187,1.374797018,0.147375634,-0.090154576,0.395543532,-0.968653434,-2.46846252,1592.44809
"New Mexico State",2017,"WAC",31,28,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.2,"R64","14",1.515063373,0.509830623,-0.387919944,-0.647900054,-0.358673637,0.876051496,0.140259669,NA,2.965980749,2.778824466,2.170685009,2.3883959,0.946596578,-0.756100658,-0.03389453,NA,1754.271562
"New Mexico State",2018,"WAC",31,28,106.8,95,0.7927,51.6,46,17.4,19,33.8,22.5,29.1,33,52,45.7,34,31.1,69.4,1.3,"R64","12",2.272264284,0.415640914,1.383343381,1.018528343,3.361098865,0.248943699,0.702173179,-0.235243571,2.808859055,2.255817174,0.88304763,1.177980199,-1.467873024,1.596106846,0.809409767,1.231245334,1745.209801
"New Mexico State",2019,"WAC",33,30,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,56.7,48,34,33.5,67.1,1.4,"R64","12",2.269439449,2.193316268,0.846894473,0.36691429,-0.054204784,0.274799383,0.682050599,0.649993601,3.08858647,1.784077702,1.856389344,2.30313412,2.659019978,2.323292314,1.580595143,1.546543314,1734.592647
"New Mexico State",2021,"WAC",17,12,104.7,103.7,0.5281,49.4,49.5,18.3,18.5,34.3,26.1,31,34,50.6,50.5,32.1,31.8,64,-5.7,"N/A",NA,1.09749464,0.125363302,0.747256095,0.045105943,-0.04209075,0.077397092,-1.237789099,-1.437088337,2.243137564,2.915544821,1.936528337,1.356257186,1.11481474,-1.122114372,-0.478396012,-0.465033353,1536.923873
"New Mexico State",2022,"WAC",31,27,106,96,0.7579,51.9,45.2,20.8,16.8,32.6,25.7,34.6,28.3,53.2,45.6,33.4,29.8,66.1,0.7,"R32","12",2.976729549,1.923761008,0.970933539,1.027249468,-0.692810449,1.850720992,-0.566559393,0.02140763,2.346970334,2.760773905,2.085782121,1.317061455,2.200061727,-0.800619455,1.242797183,-0.687219901,1745.319519
"New Mexico State",2023,"WAC",21,9,103.7,106.4,0.4264,50.2,53.7,18.3,19.1,27,26.5,34.7,37,48.8,52.5,35.1,36.8,69,-8.9,"N/A","N/A",0.560747395,1.285033769,0.260750331,-0.674006121,0.160366791,0.120993393,-1.839918377,-0.243680631,1.855576426,-0.084553933,0.649419681,1.011075102,-0.062946616,-0.402958968,0.954352854,-0.783979506,1489.148357
"New Mexico State",2024,"CUSA",28,13,99.1,107.8,0.2745,46.9,50.9,17.7,15.8,25.4,29.6,32.7,44.8,47,50,31.2,34.7,66.2,-12.5,NA,"N/A",1.244077399,1.079970387,-0.504447358,-0.387885301,-0.422847889,-0.917478734,-1.531277373,0.429418002,0.749947089,-1.060950202,0.214841975,-0.262394487,-0.777746074,-0.300428905,0.025706119,-2.405828769,1472.545763
"New Orleans",2013,"ind",22,4,86.6,112.1,0.049,44.9,54,24.4,21.2,27.4,36.6,38.8,41.5,46.1,52.7,27.1,38.1,71.1,-14.9,NA,NA,-0.263996312,-0.911874989,-2.599112674,-0.72846264,-0.269804008,-1.358293904,-2.256626766,-2.885910472,-1.785132073,-1.922353814,-0.838381551,-2.894489421,-3.396563217,-2.557916095,-2.431743189,-1.845347629,1341.737544
"New Orleans",2014,"Slnd",24,9,94.7,112.8,0.1187,46.7,53.2,23.4,19.7,34.1,33.1,51.8,42.5,45.6,52.7,32.9,36.4,71.8,-10.2,NA,NA,-0.648070975,-0.056097675,-0.9362918,-0.695966363,-0.288703375,-1.594074482,-0.843522839,-2.750020257,-0.273266364,-0.937342109,-0.442570433,-0.828405749,-2.170596473,-1.160118169,-2.102189392,-0.413344479,1476.913038
"New Orleans",2015,"Slnd",26,8,95.7,109.4,0.1768,46.5,54.8,22.2,21.2,35.7,32.9,45.9,44,45.2,53.9,33.9,37.8,67.5,-13.3,NA,NA,-0.119626468,-1.764948333,-0.480522571,0.422092794,-0.002034588,-1.32776434,-1.058158868,-2.012824715,-0.802119348,0.631659201,-0.814810089,-1.814656116,-1.400596763,-0.370653687,-0.702853055,-1.662637877,1429.002044
"New Orleans",2016,"Slnd",27,7,95.3,111.8,0.1371,45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,43.8,51.5,32.5,37,72.7,-16.5,NA,NA,0.311581609,1.099537285,-1.087401106,-1.670449493,-0.566294839,-0.79711612,-1.398261671,-2.158131189,0.093565237,-1.326568116,-0.424528438,0.004669946,-1.928846131,-1.825190667,-1.280137208,-1.15474258,1390.154818
"New Orleans",2017,"Slnd",29,20,99.6,101.2,0.4538,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,67.7,-6.3,"R68","16",0.38370639,1.35058781,-0.084325886,-0.292847731,-0.011367369,0.352333451,0.065009604,-2.286522672,1.171741249,0.116986758,1.023286709,0.302112633,-0.977255201,-1.908905799,-1.71931646,-0.476073984,1562.800455
"New Orleans",2018,"Slnd",30,16,97,108.1,0.2222,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,NA,NA,0.554046449,0.82089682,-0.092134581,-0.089199083,-0.330103821,-0.254802316,-1.431721663,0.19336291,1.409900567,1.043416421,0.212154568,-0.544704995,-0.393952439,-0.805922679,0.053130569,-2.047090115,1472.035636
"New Orleans",2019,"Slnd",29,19,96.2,105.2,0.2631,48,50,21.8,22.5,32.8,34.2,36,40.4,47.2,50.5,33.3,32.7,69.7,-8.7,NA,NA,-0.108120507,1.182221931,-0.29427979,-1.02033584,-0.109006723,-0.684409311,-0.229047997,-2.131454646,0.040137909,-1.563466993,-0.211297317,0.288858942,-0.795154972,-0.322391486,-1.684979427,-0.384720898,1536.191781
"New Orleans",2021,"Slnd",24,10,97.3,107.7,0.2379,52.3,51.4,22.3,21.2,29.3,32,33.1,38.4,52.8,52.6,33.9,32.5,72.5,-12.6,"N/A",NA,-0.080360161,-0.967838592,-0.230325254,0.115598906,-0.743380383,-1.875129714,-0.633160772,-0.424818265,0.760781647,1.369800045,0.604205291,-0.867902218,-1.387439744,-0.308397256,-1.646818895,-1.897220713,1388.372922
"New Orleans",2022,"Slnd",29,18,95.9,105.8,0.2445,49.4,50.1,19.3,19.7,26,30.8,42,32.8,50.4,51.1,30.8,32.3,71.9,-9.1,"N/A","N/A",0.025690276,0.540831722,-0.796776157,-0.504306642,-0.137395089,-0.290864414,0.222585199,-0.724700078,0.945289109,-0.539602556,0.005297878,-0.340355795,-0.771030307,-0.866643625,-1.857168709,-0.929348188,1500.222685
"New Orleans",2023,"Slnd",30,12,97.9,111.8,0.1783,52.7,54.1,23.6,20.2,29.8,32.7,36.5,39.9,51.1,54.1,37.9,36.2,71,-15.7,"N/A","N/A",-1.118318263,-1.000257542,-1.413349005,0.002098299,-1.078660256,-1.112896818,-1.071153646,-1.118544587,1.195507658,1.06795557,1.153245026,-0.710930728,-1.023231773,-1.01206579,-1.17330701,-1.185294677,1378.252788
"New Orleans",2024,"Slnd",29,10,98,114.4,0.1451,45.5,54.4,17.3,19.1,28.4,34.9,39.2,38.7,45.5,54.9,30.2,35.5,71.2,-17.9,NA,"N/A",0.373138628,-1.947246958,-0.943976285,-0.18641443,-1.625105674,-1.195324549,-2.074328103,-1.061624529,-1.065009095,0.80891269,-0.262845456,-1.586456763,-0.306560878,-0.81804917,-0.450472157,-3.135150561,1403.979656
"Niagara",2013,"MAAC",33,19,105.2,102.6,0.5734,48.3,51.7,16.4,22.5,32.5,33,38,40.6,47.9,50,32.7,36.5,69.4,-6.9,NA,NA,0.13356154,0.547045882,1.926287577,-1.243443158,-1.281882055,-1.251005764,-0.242234948,-0.652667193,1.720995166,0.880887266,-1.340475568,1.59168007,1.568896812,1.445180641,-0.131489148,-0.394484417,1532.375247
"Niagara",2014,"MAAC",33,7,100.5,110.2,0.2592,47.2,54.7,18.5,20.2,32.1,34.5,48.6,50.6,48,53.3,30,38.4,72.4,-19.3,NA,NA,-0.81525225,1.149052901,-1.199826511,-0.953275822,-0.842764389,-0.197604891,-0.520291613,-0.39655318,0.820897587,-1.368484645,0.5401068,0.145438732,-0.260298379,-1.075316166,-0.783109719,-1.058470517,1323.258623
"Niagara",2015,"MAAC",30,8,98.5,109.7,0.2254,45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,42.3,52.1,35.1,37.9,65.2,-15.9,NA,NA,0.475506245,-1.167273583,-0.840655564,-1.650211374,-1.348894715,-1.070939628,-1.1707824,NA,0.401492678,0.264771783,-0.154421106,-0.329689947,-0.803363205,-1.495635243,-2.142983835,NA,1341.130084
"Niagara",2016,"MAAC",32,7,92.8,107.3,0.1578,44.9,49,21.1,16.9,32.8,31.3,34,35.5,46.2,46.4,28.2,35.7,66.8,-19.4,NA,NA,0.014673075,-0.0636769,-0.654156808,0.358659066,1.033830562,-0.410657907,-1.280386793,-0.439100278,-0.584135337,-0.704870498,-0.374212352,-2.011059749,-2.735342395,-1.380622481,-0.791812389,-2.52780387,1326.736747
"Niagara",2017,"MAAC",33,10,99.4,109.1,0.2566,47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,44,48.1,36.6,36.6,70.3,-17.9,NA,NA,-0.182763098,0.190664132,0.408225628,1.083727032,-1.134710343,-1.895671248,-0.772065317,-2.279857861,0.682735763,0.27193813,-0.254477939,-1.171583918,0.974381133,0.577758946,-1.036965215,-0.979323758,1318.956196
"Niagara",2018,"MAAC",33,19,107.8,113.9,0.3486,50.8,52.6,15,15.5,30.9,31,38,29.5,49.2,50.2,35.8,38,74.7,-8.2,NA,NA,-0.361705201,-0.531494673,-1.671189245,0.884468617,-0.175022117,-1.342587647,-1.057911994,-1.793601708,1.803443024,1.952266473,2.676023747,-0.186023193,0.101225062,0.194964899,-0.790207929,-0.073064071,1546.49387
"Niagara",2019,"MAAC",32,13,101.2,114.7,0.1916,49.2,53.4,17.3,16.2,27.1,26.2,33.3,25.3,46.1,51.3,35.9,38,71.1,-15.5,NA,NA,-0.877434012,-0.309115971,-1.644344215,-1.757629487,-2.046638086,-0.007385179,-1.259870364,-1.324309619,1.744457656,-0.160104075,0.765226468,0.519626643,0.453549576,-1.905177957,-0.74725939,-0.756028272,1457.555676
