"game_id","season","season_type","game_date","game_date_time","team_id","team_uid","team_slug","team_location","team_name","team_abbreviation","team_display_name","team_short_display_name","team_color","team_alternate_color","team_logo","team_home_away","team_score","team_winner","assists","blocks","defensive_rebounds","field_goal_pct","field_goals_made","field_goals_attempted","flagrant_fouls","fouls","free_throw_pct","free_throws_made","free_throws_attempted","largest_lead","offensive_rebounds","steals","team_turnovers","technical_fouls","three_point_field_goal_pct","three_point_field_goals_made","three_point_field_goals_attempted","total_rebounds","total_technical_fouls","total_turnovers","turnovers","opponent_team_id","opponent_team_uid","opponent_team_slug","opponent_team_location","opponent_team_name","opponent_team_abbreviation","opponent_team_display_name","opponent_team_short_display_name","opponent_team_color","opponent_team_alternate_color","opponent_team_logo","opponent_team_score"
330980097,2013,3,2013-04-08,2013-04-08 21:23:00,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png","away",76,FALSE,12,2,19,52.1,25,48,0,15,72,18,25,"12",8,3,0,0,44.4,8,18,28,0,12,12,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",82
330980097,2013,3,2013-04-08,2013-04-08 21:23:00,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png","home",82,TRUE,18,3,17,45.9,28,61,0,22,78.3,18,23,"10",15,9,0,0,50,8,16,33,0,9,9,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",76
330960130,2013,3,2013-04-06,2013-04-06 21:21:00,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png","away",56,FALSE,13,4,23,41.8,23,55,0,19,63.6,7,11,"5",10,7,0,0,21.4,3,14,34,0,10,10,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",61
330960130,2013,3,2013-04-06,2013-04-06 21:21:00,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png","home",61,TRUE,17,3,24,39.6,21,53,0,11,55,11,20,"11",13,5,0,0,33.3,8,24,38,0,10,10,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",56
330960097,2013,3,2013-04-06,2013-04-06 18:09:00,2724,"s:40~l:41~t:2724","wichita-state-shockers","Wichita State","Shockers","WICH","Wichita State Shockers","Wichita St","0d0a03","ffc41e","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png","away",68,FALSE,13,1,22,40.7,22,54,0,20,75,18,24,"12",14,5,1,0,30,6,20,37,0,11,11,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",72
330960097,2013,3,2013-04-06,2013-04-06 18:09:00,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png","home",72,TRUE,10,3,22,44.9,22,49,0,23,65.5,19,29,"5",11,8,0,0,36,9,25,34,0,9,9,2724,"s:40~l:41~t:2724","wichita-state-shockers","Wichita State","Shockers","WICH","Wichita State Shockers","Wichita St","0d0a03","ffc41e","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png",68
330900097,2013,3,2013-03-31,2013-03-31 17:05:00,150,"s:40~l:41~t:150","duke-blue-devils","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","013088","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png","away",63,FALSE,11,2,20,36.5,19,52,0,23,75,21,28,"3",11,4,1,0,25,4,16,36,0,12,12,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",85
330900097,2013,3,2013-03-31,2013-03-31 17:05:00,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png","home",85,TRUE,8,9,26,52.7,29,55,0,23,69.4,25,36,"22",11,10,0,0,15.4,2,13,39,0,8,8,150,"s:40~l:41~t:150","duke-blue-devils","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","013088","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",63
330900057,2013,3,2013-03-31,2013-03-31 14:20:00,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png","away",79,TRUE,18,5,26,46.2,30,65,0,13,69.2,9,13,"25",9,13,2,0,52.6,10,19,36,0,11,11,57,"s:40~l:41~t:57","florida-gators","Florida","Gators","FLA","Florida Gators","Florida","0021a5","fa4616","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",59
330900057,2013,3,2013-03-31,2013-03-31 14:20:00,57,"s:40~l:41~t:57","florida-gators","Florida","Gators","FLA","Florida Gators","Florida","0021a5","fa4616","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png","home",59,FALSE,13,3,27,41.1,23,56,0,11,64.7,11,17,"0",9,7,0,0,20,2,10,38,0,15,15,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",79
330890194,2013,3,2013-03-30,2013-03-30 19:10:00,2724,"s:40~l:41~t:2724","wichita-state-shockers","Wichita State","Shockers","WICH","Wichita State Shockers","Wichita St","0d0a03","ffc41e","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png","away",70,TRUE,9,9,27,37.3,22,59,0,23,78.3,18,23,"20",13,8,0,0,40,8,20,46,0,12,12,194,"s:40~l:41~t:194","ohio-state-buckeyes","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","ce1141","505056","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",66
330890194,2013,3,2013-03-30,2013-03-30 19:10:00,194,"s:40~l:41~t:194","ohio-state-buckeyes","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","ce1141","505056","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png","home",66,FALSE,7,8,26,31.1,19,61,0,22,79.3,23,29,"2",11,5,0,0,20,5,25,40,0,9,9,2724,"s:40~l:41~t:2724","wichita-state-shockers","Wichita State","Shockers","WICH","Wichita State Shockers","Wichita St","0d0a03","ffc41e","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png",70
330890269,2013,3,2013-03-30,2013-03-30 16:30:00,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png","away",55,TRUE,9,7,25,38,19,50,0,11,63.2,12,19,"19",11,10,0,0,29.4,5,17,40,0,6,6,269,"s:40~l:41~t:269","marquette-golden-eagles","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",39
330890269,2013,3,2013-03-30,2013-03-30 16:30:00,269,"s:40~l:41~t:269","marquette-golden-eagles","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png","home",39,FALSE,10,6,24,22.6,12,53,0,16,75,12,16,"3",20,3,0,0,12.5,3,24,51,0,14,14,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",55
330880057,2013,3,2013-03-29,2013-03-29 22:38:00,526,"s:40~l:41~t:526","florida-gulf-coast-eagles","Florida Gulf Coast","Eagles","FGCU","Florida Gulf Coast Eagles","FGCU","00885a","076c3b","https://a.espncdn.com/i/teamlogos/ncaa/500/526.png","away",50,FALSE,11,3,22,45.5,20,44,0,20,54.5,6,11,"11",6,7,0,0,36.4,4,11,29,0,20,20,57,"s:40~l:41~t:57","florida-gators","Florida","Gators","FLA","Florida Gators","Florida","0021a5","fa4616","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",62
330880057,2013,3,2013-03-29,2013-03-29 22:38:00,57,"s:40~l:41~t:57","florida-gators","Florida","Gators","FLA","Florida Gators","Florida","0021a5","fa4616","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png","home",62,TRUE,12,3,20,38.6,22,57,0,11,60.9,14,23,"13",15,11,0,0,26.7,4,15,40,0,10,10,526,"s:40~l:41~t:526","florida-gulf-coast-eagles","Florida Gulf Coast","Eagles","FGCU","Florida Gulf Coast Eagles","FGCU","00885a","076c3b","https://a.espncdn.com/i/teamlogos/ncaa/500/526.png",50
330880150,2013,3,2013-03-29,2013-03-29 21:58:00,127,"s:40~l:41~t:127","michigan-state-spartans","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan St","18453B","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png","away",61,FALSE,6,4,25,40,20,50,0,24,75,18,24,"4",8,6,1,0,25,3,12,33,0,11,11,150,"s:40~l:41~t:150","duke-blue-devils","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","013088","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",71
330880150,2013,3,2013-03-29,2013-03-29 21:58:00,150,"s:40~l:41~t:150","duke-blue-devils","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","013088","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png","home",71,TRUE,8,5,24,40.8,20,49,0,17,92.3,24,26,"13",5,3,1,0,38.9,7,18,32,0,8,8,127,"s:40~l:41~t:127","michigan-state-spartans","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan St","18453B","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",61
330882305,2013,3,2013-03-29,2013-03-29 19:37:00,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png","away",87,TRUE,18,1,24,49.3,35,71,0,12,52.9,9,17,"5",14,7,1,0,34.8,8,23,41,0,10,10,2305,"s:40~l:41~t:2305","kansas-jayhawks","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0051ba","e8000d","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",85
330882305,2013,3,2013-03-29,2013-03-29 19:37:00,2305,"s:40~l:41~t:2305","kansas-jayhawks","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0051ba","e8000d","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png","home",85,FALSE,21,8,28,54.5,36,66,0,17,70,7,10,"14",7,5,0,0,37.5,6,16,36,0,13,13,130,"s:40~l:41~t:130","michigan-wolverines","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","ffcb05","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",87
330880097,2013,3,2013-03-29,2013-03-29 19:15:00,2483,"s:40~l:41~t:2483","oregon-ducks","Oregon","Ducks","ORE","Oregon Ducks","Oregon","044520","fee123","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png","away",69,FALSE,12,3,23,44.3,27,61,0,22,58.8,10,17,"0",12,7,0,0,35.7,5,14,37,0,12,12,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",77
330880097,2013,3,2013-03-29,2013-03-29 19:15:00,97,"s:40~l:41~t:97","louisville-cardinals","Louisville","Cardinals","LOU","Louisville Cardinals","Louisville","c9001f","000000","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png","home",77,TRUE,10,5,25,53.8,28,52,0,19,65.4,17,26,"18",9,7,0,0,30.8,4,13,36,0,13,13,2483,"s:40~l:41~t:2483","oregon-ducks","Oregon","Ducks","ORE","Oregon Ducks","Oregon","044520","fee123","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",69
330872724,2013,3,2013-03-28,2013-03-28 22:34:00,2325,"s:40~l:41~t:2325","la-salle-explorers","La Salle","Explorers","LAS","La Salle Explorers","La Salle","003356","ffce00","https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png","away",58,FALSE,8,2,20,35.7,20,56,0,13,68.8,11,16,"0",9,5,0,0,38.9,7,18,35,0,9,9,2724,"s:40~l:41~t:2724","wichita-state-shockers","Wichita State","Shockers","WICH","Wichita State Shockers","Wichita St","0d0a03","ffc41e","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png",72
330872724,2013,3,2013-03-28,2013-03-28 22:34:00,2724,"s:40~l:41~t:2724","wichita-state-shockers","Wichita State","Shockers","WICH","Wichita State Shockers","Wichita St","0d0a03","ffc41e","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png","home",72,TRUE,12,8,30,44.8,30,67,0,13,77.8,7,9,"22",17,4,0,0,41.7,5,12,50,0,8,8,2325,"s:40~l:41~t:2325","la-salle-explorers","La Salle","Explorers","LAS","La Salle Explorers","La Salle","003356","ffce00","https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png",58
330870084,2013,3,2013-03-28,2013-03-28 21:52:00,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png","away",61,TRUE,4,10,25,43.8,21,48,0,17,75,15,20,"18",8,12,0,0,36.4,4,11,35,0,14,14,84,"s:40~l:41~t:84","indiana-hoosiers","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","990000","edebeb","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",50
330870084,2013,3,2013-03-28,2013-03-28 21:52:00,84,"s:40~l:41~t:84","indiana-hoosiers","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","990000","edebeb","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png","home",50,FALSE,9,2,22,33.3,16,48,0,18,62.5,15,24,"1",12,5,1,0,20,3,15,38,0,19,19,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",61
330870194,2013,3,2013-03-28,2013-03-28 19:47:00,12,"s:40~l:41~t:12","arizona-wildcats","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","0c234b","ab0520","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png","away",70,FALSE,7,2,21,44.2,23,52,0,20,90,18,20,"11",9,6,1,0,33.3,6,18,32,0,11,11,194,"s:40~l:41~t:194","ohio-state-buckeyes","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","ce1141","505056","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",73
330870194,2013,3,2013-03-28,2013-03-28 19:47:00,194,"s:40~l:41~t:194","ohio-state-buckeyes","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","ce1141","505056","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png","home",73,TRUE,9,3,21,42.3,22,52,0,18,84.6,22,26,"10",11,4,0,0,53.8,7,13,35,0,8,8,12,"s:40~l:41~t:12","arizona-wildcats","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","0c234b","ab0520","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",70
330872390,2013,3,2013-03-28,2013-03-28 19:15:00,269,"s:40~l:41~t:269","marquette-golden-eagles","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png","away",71,TRUE,14,3,26,54,27,50,0,11,73.7,14,19,"22",10,3,0,0,50,3,6,37,0,11,11,2390,"s:40~l:41~t:2390","miami-hurricanes","Miami","Hurricanes","MIA","Miami Hurricanes","Miami","004325","f0f0f0","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",61
330872390,2013,3,2013-03-28,2013-03-28 19:15:00,2390,"s:40~l:41~t:2390","miami-hurricanes","Miami","Hurricanes","MIA","Miami Hurricanes","Miami","004325","f0f0f0","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","home",61,FALSE,12,3,16,34.9,22,63,0,15,75,9,12,"2",15,3,1,0,30.8,8,26,31,0,8,8,269,"s:40~l:41~t:269","marquette-golden-eagles","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",71
330830150,2013,3,2013-03-24,2013-03-24 21:47:00,156,"s:40~l:41~t:156","creighton-bluejays","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","https://a.espncdn.com/i/teamlogos/ncaa/500/156.png","away",50,FALSE,9,2,26,30.2,16,53,0,26,88.9,16,18,"4",7,2,0,0,10.5,2,19,36,0,10,10,150,"s:40~l:41~t:150","duke-blue-devils","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","013088","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",66
330830150,2013,3,2013-03-24,2013-03-24 21:47:00,150,"s:40~l:41~t:150","duke-blue-devils","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","013088","ffffff","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png","home",66,TRUE,9,4,31,38.8,19,49,0,20,75,21,28,"16",7,7,0,0,35,7,20,40,0,9,9,156,"s:40~l:41~t:156","creighton-bluejays","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",50
330832390,2013,3,2013-03-24,2013-03-24 21:04:00,356,"s:40~l:41~t:356","illinois-fighting-illini","Illinois","Fighting Illini","ILL","Illinois Fighting Illini","Illinois","ff5f05","13294b","https://a.espncdn.com/i/teamlogos/ncaa/500/356.png","away",59,FALSE,7,3,22,37.7,23,61,0,17,85.7,6,7,"4",16,2,0,0,25.9,7,27,40,0,8,8,2390,"s:40~l:41~t:2390","miami-hurricanes","Miami","Hurricanes","MIA","Miami Hurricanes","Miami","004325","f0f0f0","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",63
330832390,2013,3,2013-03-24,2013-03-24 21:04:00,2390,"s:40~l:41~t:2390","miami-hurricanes","Miami","Hurricanes","MIA","Miami Hurricanes","Miami","004325","f0f0f0","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","home",63,TRUE,12,2,22,40,22,55,0,10,66.7,10,15,"7",13,4,0,0,36,9,25,37,0,6,6,356,"s:40~l:41~t:356","illinois-fighting-illini","Illinois","Fighting Illini","ILL","Illinois Fighting Illini","Illinois","ff5f05","13294b","https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",59
330830145,2013,3,2013-03-24,2013-03-24 20:09:00,2325,"s:40~l:41~t:2325","la-salle-explorers","La Salle","Explorers","LAS","La Salle Explorers","La Salle","003356","ffce00","https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png","away",76,TRUE,14,4,21,49.1,27,55,0,19,72.2,13,18,"7",9,8,0,0,39.1,9,23,36,0,12,12,145,"s:40~l:41~t:145","ole-miss-rebels","Ole Miss","Rebels","MISS","Ole Miss Rebels","Ole Miss","001148","00205b","https://a.espncdn.com/i/teamlogos/ncaa/500/145.png",74
330830145,2013,3,2013-03-24,2013-03-24 20:09:00,145,"s:40~l:41~t:145","ole-miss-rebels","Ole Miss","Rebels","MISS","Ole Miss Rebels","Ole Miss","001148","00205b","https://a.espncdn.com/i/teamlogos/ncaa/500/145.png","home",74,FALSE,14,4,22,47.6,30,63,0,18,47.6,10,21,"5",18,5,1,0,21.1,4,19,48,0,13,13,2325,"s:40~l:41~t:2325","la-salle-explorers","La Salle","Explorers","LAS","La Salle Explorers","La Salle","003356","ffce00","https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png",76
330830021,2013,3,2013-03-24,2013-03-24 19:10:00,526,"s:40~l:41~t:526","florida-gulf-coast-eagles","Florida Gulf Coast","Eagles","FGCU","Florida Gulf Coast Eagles","FGCU","00885a","076c3b","https://a.espncdn.com/i/teamlogos/ncaa/500/526.png","away",81,TRUE,21,5,22,55.9,33,59,0,13,66.7,8,12,"19",9,13,0,0,38.9,7,18,35,0,13,13,21,"s:40~l:41~t:21","san-diego-state-aztecs","San Diego State","Aztecs","SDSU","San Diego State Aztecs","San Diego St","BF2C37","a8996e","https://a.espncdn.com/i/teamlogos/ncaa/500/21.png",71
330830021,2013,3,2013-03-24,2013-03-24 19:10:00,21,"s:40~l:41~t:21","san-diego-state-aztecs","San Diego State","Aztecs","SDSU","San Diego State Aztecs","San Diego St","BF2C37","a8996e","https://a.espncdn.com/i/teamlogos/ncaa/500/21.png","home",71,FALSE,16,6,20,44.3,27,61,0,11,69.2,9,13,"6",14,10,0,0,34.8,8,23,35,0,17,17,526,"s:40~l:41~t:526","florida-gulf-coast-eagles","Florida Gulf Coast","Eagles","FGCU","Florida Gulf Coast Eagles","FGCU","00885a","076c3b","https://a.espncdn.com/i/teamlogos/ncaa/500/526.png",81
330830057,2013,3,2013-03-24,2013-03-24 18:10:00,135,"s:40~l:41~t:135","minnesota-golden-gophers","Minnesota","Golden Gophers","MINN","Minnesota Golden Gophers","Minnesota","981a31","981a31","https://a.espncdn.com/i/teamlogos/ncaa/500/135.png","away",64,FALSE,11,1,16,40,20,50,0,25,72.7,16,22,"3",13,4,1,0,44.4,8,18,31,0,14,14,57,"s:40~l:41~t:57","florida-gators","Florida","Gators","FLA","Florida Gators","Florida","0021a5","fa4616","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",78
330830057,2013,3,2013-03-24,2013-03-24 18:10:00,57,"s:40~l:41~t:57","florida-gators","Florida","Gators","FLA","Florida Gators","Florida","0021a5","fa4616","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png","home",78,TRUE,13,3,20,56.8,21,37,0,18,72.2,26,36,"23",6,7,0,0,50,10,20,28,0,14,14,135,"s:40~l:41~t:135","minnesota-golden-gophers","Minnesota","Golden Gophers","MINN","Minnesota Golden Gophers","Minnesota","981a31","981a31","https://a.espncdn.com/i/teamlogos/ncaa/500/135.png",64
330832305,2013,3,2013-03-24,2013-03-24 17:25:00,153,"s:40~l:41~t:153","north-carolina-tar-heels","North Carolina","Tar Heels","UNC","North Carolina Tar Heels","North Carolina","7bafd4","13294b","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png","away",58,FALSE,10,1,20,30.1,22,73,0,19,80,8,10,"11",16,15,0,0,28.6,6,21,42,0,11,11,2305,"s:40~l:41~t:2305","kansas-jayhawks","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0051ba","e8000d","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",70
330832305,2013,3,2013-03-24,2013-03-24 17:25:00,2305,"s:40~l:41~t:2305","kansas-jayhawks","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0051ba","e8000d","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png","home",70,TRUE,11,5,35,43.6,24,55,0,12,81,17,21,"17",15,7,0,0,35.7,5,14,53,0,22,22,153,"s:40~l:41~t:153","north-carolina-tar-heels","North Carolina","Tar Heels","UNC","North Carolina Tar Heels","North Carolina","7bafd4","13294b","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",58
330830084,2013,3,2013-03-24,2013-03-24 15:06:00,218,"s:40~l:41~t:218","temple-owls","Temple","Owls","TEM","Temple Owls","Temple","A80532","a7a9ac","https://a.espncdn.com/i/teamlogos/ncaa/500/218.png","away",52,FALSE,8,4,21,33.9,21,62,0,18,87.5,7,8,"6",14,5,0,0,12.5,3,24,39,0,10,10,84,"s:40~l:41~t:84","indiana-hoosiers","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","990000","edebeb","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",58
330830084,2013,3,2013-03-24,2013-03-24 15:06:00,84,"s:40~l:41~t:84","indiana-hoosiers","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","990000","edebeb","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png","home",58,TRUE,9,2,28,42.2,19,45,0,8,80,16,20,"9",4,0,0,0,30.8,4,13,33,0,12,12,218,"s:40~l:41~t:218","temple-owls","Temple","Owls","TEM","Temple Owls","Temple","A80532","a7a9ac","https://a.espncdn.com/i/teamlogos/ncaa/500/218.png",52
330830194,2013,3,2013-03-24,2013-03-24 12:15:00,66,"s:40~l:41~t:66","iowa-state-cyclones","Iowa State","Cyclones","ISU","Iowa State Cyclones","Iowa State","822433","fdca2f","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png","away",75,FALSE,14,0,24,44.2,23,52,0,20,73.9,17,23,"5",12,4,0,0,48,12,25,37,0,16,16,194,"s:40~l:41~t:194","ohio-state-buckeyes","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","ce1141","505056","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",78
330830194,2013,3,2013-03-24,2013-03-24 12:15:00,194,"s:40~l:41~t:194","ohio-state-buckeyes","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","ce1141","505056","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png","home",78,TRUE,12,2,19,51,25,49,0,20,73.1,19,26,"13",3,7,0,1,50,9,18,24,1,9,9,66,"s:40~l:41~t:66","iowa-state-cyclones","Iowa State","Cyclones","ISU","Iowa State Cyclones","Iowa State","822433","fdca2f","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",75
330820183,2013,3,2013-03-23,2013-03-23 21:40:00,25,"s:40~l:41~t:25","california-golden-bears","California","Golden Bears","CAL","California Golden Bears","California","031522","ffc423","https://a.espncdn.com/i/teamlogos/ncaa/500/25.png","away",60,FALSE,14,2,21,39.3,22,56,0,24,63.2,12,19,"2",13,6,0,0,19,4,21,35,0,17,17,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",66
330820183,2013,3,2013-03-23,2013-03-23 21:40:00,183,"s:40~l:41~t:183","syracuse-orange","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","ff6500","000e54","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png","home",66,TRUE,7,3,23,39.1,18,46,0,16,63.4,26,41,"14",14,10,0,0,40,4,10,39,0,15,15,25,"s:40~l:41~t:25","california-golden-bears","California","Golden Bears","CAL","California Golden Bears","California","031522","ffc423","https://a.espncdn.com/i/teamlogos/ncaa/500/25.png",60
